question,offer,experience,difficulty,interview,source
" Will ask questions about your past sales experience and customer service experience. How you handled difficult situations, and if you were able to turn around and make the customer happy. They are going to want to know how you work in a team setting and what you strive for as an employee.   ",Accepted Offer,Positive Experience,Average Interview,"Interview process goes through a pre interview screening which lasts about 10 minutes, and if you pass that a manager will reach out to set up an in person interview which will last about an hour. If you get the job you will be contacted by the recruiter. If you get a call from a manager, that's bad.",wellsfargo
 The interviewer asked a Good number of question around the job requirements and a decent questions on your experiences & skill set indicated on your resume. All answers were neatly noted down   ,Accepted Offer,Positive Experience,Easy Interview,A direct face-to-face with the hiring manager immediately after the background drug tests. The interviewer asked a Good number of question around the job requirements and a decent questions on your experiences & skill set indicated on your resume. All answers were neatly noted down,wellsfargo
 Why do you want to work for wells fargo?   ,Accepted Offer,Negative Experience,Easy Interview,Interview process was horrible. Went through multiple interviews and the process drug on for 3 months. Had an interview with the recruiter. I was already in the position. Then interviewed with my manager and his manager. Was told they would let me know within a week. Other interviews held were done with different managers so the top manager then interviewed me. A month later I got the job.,wellsfargo
 My experience and situational questions.   ,Accepted Offer,Positive Experience,Average Interview,"Had two phone interviews, one with a manager, then the dept mgr. Then I had a face to face. About a week later I was called and offerred the position.",wellsfargo
 Tell me a time where you had to change directions in the middle of a project?   ,Accepted Offer,Positive Experience,Average Interview,,wellsfargo
 Tell me about a time that you had to work with someone that you did not get along with.   ,Accepted Offer,Positive Experience,Average Interview,The Interview process consisted over one in person interview and one over the phone interview. It consisted of mainly behavioral questions. The interviewers were all really friendly and a recruiter helped you prepare for your interviews.,wellsfargo
,No Offer,Negative Experience,Difficult Interview,,wellsfargo
 Have you ever had to de-escalate a customer? Give an example.   ,Accepted Offer,Positive Experience,Average Interview,"There were two interviews, phone and in person, but both were quick and to the point. The in person interview was great. One of the interviewers even walked me around the building. Very friendly!",wellsfargo
 What will make you a valuable asset to the team?   ,Accepted Offer,Positive Experience,Easy Interview,"Very professional. The initial interview was done over the phone with a centralized recruiting team. Subsequently, an in-person interview was done with the District Manager and the Affluent Segment Coach. The in-person interview was very comfortable, but being prepared is a must. Bring multiple copies of your resume (at least 3) even if it was submitted earlier in the application process. Also, create a business plan that outlines what you will do to succeed in your new role.",wellsfargo
"You had 1 minute to interview the person on your right and 30 seconds to present on them. It was a real time crunch considering the number of questions you had to ask them (I think it was four or five if I remember correctly). That is essentially the point though, as one of the key skills needed for the job is efficiency and excellent time orientation.   ",Accepted Offer,Positive Experience,Easy Interview,"Competitive resume drop, then group interviews. Three interviewers, 10+ interviewees. The group interview setting makes it difficult to stand out, so ask meaningful questions and take notes. 100% behavioral interview, the weird part is that they didn't ask any direct questions... They only had one ""ice-breaker"" which was essentially the entire interview. You had 1 minute to interview the person on your right for five questions and 30 seconds to present on them. That's it.",wellsfargo
 What is your job experience?   ,Accepted Offer,Positive Experience,Average Interview,"The first round was a 30-minute phone interview with one executive, and then a few days later with another, separate executive. They then spoke with one another and then I had a Skype interview with the former. After that, a few weeks later, I received a phone call with an offer.",wellsfargo
 Tell me about a time when you went above and beyond to meet a customer's expectations   ,Declined Offer,Neutral Experience,Average Interview,"Many of the questions asked did not seem pertinent to the role of I was looking for, but I answered them anyway. This position includes nearly no interaction with customers, however much of what was asked was centered around customer service.",wellsfargo
 Tell me about a time when you had to work on a team.   ,Accepted Offer,Positive Experience,Easy Interview,The process was extremely efficient. I applied via indeed and my school's career resource site. I received a phone screening and had an interview a week later. The interview process was very easy. They asked mostly behavioral questions and it was all about my experiences and what I was looking for in a position.,wellsfargo
,No Offer,Positive Experience,Average Interview,"I applied for the job on the wells fargo website. Two weeks later, I was called for a phone interview. Two days later, the interview was conducted. I spoke to three different people during the interview. They were all very nice. They gave an overview of the job, and jumped right into asking me the normal series of questions about previous job experience and how I handled certain scenarios. The interview lasted for approximately 15 minutes. I was told that more phone screening would be done and if I was the best candidate for the job, they would call me in two weeks.",wellsfargo
,Accepted Offer,Positive Experience,Average Interview,Recruiter called me up after applying online. He was somewhat responsive but dropped the ball a few times by not responding to my emails. Had a few phone interviews and then went on a first interview with the branch manager. They didn't have a district manager at the time so my interview process was pretty quick. I got a call from the recruiter a few days later and they offered me the position.,wellsfargo
 Basic behavior questions   ,No Offer,Neutral Experience,Average Interview,,wellsfargo
,Accepted Offer,Neutral Experience,Easy Interview,"Informal. phone pre screen, panel interview, there was nothing special about the interview process. brought resume, answered questions, waited for a call. It all depends on your experience, ask lots of questions and be confident.",wellsfargo
 What was the best accomplishment you got in your professional experience and why?   ,No Offer,Positive Experience,Average Interview,Group interview. We had to wait for each person input. The interviewer gave an extensive explanation of what was expected of the post. He emphasized that the bank was more worried about the quality of the customer service than the cost of the bank products. He also said that the employee will be rewarded for her success with bonus incentive beyond base compensation.,wellsfargo
 Name a time when you weren't expected to do a job but had to do it due to a change.   ,Accepted Offer,Positive Experience,Easy Interview,"I applied for two different positions, the other being a phone banker, I didn't get a call back for a the phone banker I got a call back from a recruiter telling me to prepare for a phone interview that was given the next day, it lasted about 10 mins, and they asked me if I was available the next day for a one on one interview, the recruiter then told me to look out for an email that would have the interview time, I never got the time in the email, 4 days later the recruiter left a voice mail saying i passed the phone interview and scheduled me for an interview for the day after that, I went to the one on one interview, the question are more on duties you had with your former jobs and then they ask you if you have any questions, they told me they would get back to me in a day, I call the next more anxiously and they offered me the position.",wellsfargo
,Accepted Offer,Positive Experience,Average Interview,,wellsfargo
,Accepted Offer,Positive Experience,Average Interview,"I applied online though wellsfargo website,which directed me to an online test, passed it, and right away the system allowed me to chose a phone interview. I prepared myself for any sales and costumer service questions they might ask. I was phone interviewed , and since I did well I was called the next week for a in person interview with the branch manager. I was hired there . So excited!Yey me!",wellsfargo
 Why should we hire you?   ,Accepted Offer,Positive Experience,Average Interview,"Two phone interviews, one in person interview, then a background check and drug screening. The interview face to face you will tour the facility and interview with two different people.",wellsfargo
,Accepted Offer,Positive Experience,Difficult Interview,Applied online in end of Dec 2015. Recruiter phone interview in end of Dec 2016. Group interview first week of 2016. Face to face interview second week of Feb 2016. Offered job that same week giving pay rate. Accepted job. Did FBI finger print and background check. Passed a day later. Got work schedule same day trekking me what I'll work after the 6 weeks of training (am shift). Now waiting for my training class to start next month.,wellsfargo
" What would you do if someone came into Wells Fargo wanting to cash a Wells Fargo check, but didn't have an account here?   ",No Offer,Negative Experience,Average Interview,I was team interviewed. They did not look at me the whole time and continued to scribble on their papers. The interview packet was about 2-3 inches thick. There were a lot of questions about former sales goals.,wellsfargo
,No Offer,Negative Experience,Average Interview,,wellsfargo
 Name something you achieved that made you proud and how did you accomplish it   ,No Offer,Neutral Experience,Difficult Interview,Group interview of about 6 possible candidates everyone gets a turn to answer the same questions each question have about 3 questions in them. Dress in business attaire. After the group interview they take you one by one into a room and then they let you know if you get a second interview. In my case they said I was a candidate for a second interview and that they would call me in 1-2 days however they took a little over a week to call me back for a second interview.,wellsfargo
 Why you applied   ,Accepted Offer,Positive Experience,Easy Interview,Easy they asked easy questions and I was able to answer them. I felt comfortable because they asked personal questions and about my experiences rather than just my resume. The conversation was free flowing and the interviewer and I connected very well,wellsfargo
" Tell me about a difficult decision you had to make at work recently. What was the problem, what steps did you take to analyze your options... then how did you decide, what was your decision, and how did it work out?   ",Accepted Offer,Neutral Experience,Difficult Interview,"Exhaustive but professional interview process -- met 5 people over 2 separate calls/3 in-person meeting, before background checks and reference checks, which took 6 weeks end to end. All interviewers asked the exact same questions, very scripted, so they could compare all candidates 1:1. This felt very rigid and ""cookie cutter"", but the people on the other side of the table were all very friendly, and the questions were good, deep, probing, and challenging, to give them an idea of how I thought ""on my feet"". Not for lightweights!",wellsfargo
 Walk me through 3 financial statements.   ,No Offer,Positive Experience,Average Interview,,wellsfargo
 Name a time you had an irate customer and how you handled it?   ,Accepted Offer,Positive Experience,Easy Interview,"Easy just google STARS format and stick to it. Answer question give example and how you handled it easy as that...give obviously good work experiences not how you're good at sales because you sold ""stuff"" at college...people have said that...",wellsfargo
 Behavioral interview questions. Tell me about a time when...   ,Accepted Offer,Neutral Experience,Average Interview,"It's been as smooth processes for since day one - I have had great communication with the branch manager during the processes. Me and the branch manager had two face to face interviews, then I had an interview with the regional branch manager and branch manager, and lastly I had one final interview/review with the branch manager.",wellsfargo
" a time you had a irritated customer, big accomplishment you had   ",Accepted Offer,Positive Experience,Average Interview,"Easy process did a first group interview not to much privacy when giving your answers in the group after that they schedule me with the district manager really nice guy good question asked everything went good, I had a short 5 minute talk with the branch manager in private and after that they told me they have more interviews in Saturday it was a Friday and they were going to let me know by Monday, On Monday they call me to do the background send me the emails finish all the process, fingerprints and financial fitness and by the following Monday I was hired.",wellsfargo
 technology related   ,Accepted Offer,Positive Experience,Difficult Interview,,wellsfargo
 Explain a time where you had an issue that you resolved and how did you resolve it?   ,No Offer,Negative Experience,Average Interview,The interview was an hour long and there were several intense behavioral questions. The interviewers asked for clarification a lot between my resume and my answers to their questions. I wasn't clear on whether they were looking for a phone rep or a supervisor with the intense almost 12 page questionnaire note taking papers they had.,wellsfargo
 Tell me a type you had to convince someone to do something they didn't want to do   ,Accepted Offer,Positive Experience,Average Interview,Applied and was asked to schedule a group interview. Group interviews are held by a recruiter who will be your go to person from that point on. They give you time to think about your answers. Simple/basic questions. Did not receive a call until a month after for my second interview. 2nd interview was with both my manager and assistant manager. Second interview required to improvise and sell them a product using a script. About 2 weeks after received a call from my recruiting and was given an offer.,wellsfargo
,Accepted Offer,Positive Experience,Average Interview,,wellsfargo
,No Offer,Negative Experience,Easy Interview,The first interview was a group interview. I was in the group interview with five other people. I went in with teller and banker experience and seemed to be more qualified than other individuals in the room. I was the only person participating without hesitation. I have sales and customer service lead experience which made me a great candidate. The recruiter states that they would make a decision within 3-5 days and that's when we should look for an email or a call. Being that they were more positions available that people that were being interview and my participation I was really excited due to the PT being great for my school schedule. My 7:30 the next morning I received an email stating that I was not selected. My family and previous branch manager said I need to file a report and I cant find any email or contact information to file a complaint. Now we are filing a federal complaint.,wellsfargo
 Past experience was asked about.   ,Accepted Offer,Positive Experience,Average Interview,They seem kind and to the point. Encouraged me to look and find what I could and were personable. I was glad that they were verbal and the website was straight forward. They seem to be a company that is a good place to be. I hope many good things moving forward.,wellsfargo
 Describe a time you had to priorities a number of tasks that have a strict deadline.   ,Accepted Offer,Positive Experience,Easy Interview,"Went through a temp agencies, my understanding is that all new hire come through a temp agency, I know that they work with Areotek and Rand Stand. There are 2 interviews, first with 2 floor managers where they ask primarily behavior questions as well as different situation questions",wellsfargo
 Describe a contribution you've made recently that was to the benefit of your team.   ,No Offer,Positive Experience,Average Interview,"In person interview with hiring manager, their immediate manager, and a peer of the hiring manager. First I was asked to give a quick overview of my education and career experience. During this process I was asked to expand on some of the items I mentioned. Finally they moved to the ""tell me about a time"", behavioral style interview questions which are standard operating procedure at Wells Fargo.",wellsfargo
 Job specific questions   ,No Offer,Positive Experience,Average Interview,Applied online. Had a phone interview with recruiter. Was asked to do a in-person interview. Met with one manager in a small room and was asked general job specific questions.,wellsfargo
 Describe the three financial statements to someone with no financial background.   ,Declined Offer,Positive Experience,Average Interview,They asked very standard questions that tested for fit and basic financial knowledge. The first round interview lasted approximately 30 minutes. Overall it was a good experience and very similar to interviews conducted by other companies.,wellsfargo
 Standard interview questions were used along with some specifics targeted to the desired skill set.   ,Accepted Offer,Positive Experience,Easy Interview,The hiring and interview process was average for the time taken between application and offer. The initial phone screen was reasonably close to the application date. Nothing was special or stood out to me in the process for this position - they used a fairly standard style interview process for a professional type position.,wellsfargo
,No Offer,Positive Experience,Easy Interview,"I applied on line for a teller position. Had to go through third party assessment related to previous experience. Once I pass that assessment, I got an email with interview available dates. I attended a group interview with bunch of other applicants who applied for teller positions in different locations. Recruiter asked us to introduce ourselves first. Then she asked 3 questions and we all had to answer those questions in STAR format.",wellsfargo
,No Offer,Negative Experience,Easy Interview,Basic questions involving my recent work history. Two senior personnel interviewed me and had a list of questions as well as personal questions of their own. They told me at the end of the interview they wanted to hire me for more hours because I was overqualified for the position so the offer went from 10 hour flex to 30 hour part time. I get a call a day later asking for me to apply for the full time 40 hour position. Then I get a rejection email a week later saying other applicants are being considered. Why tell me how over qualified and a great fit I'll be for this branch if I'm not getting hired or recommended for another position within the company?,wellsfargo
 How do you conduct your BA activities ?   ,Accepted Offer,Positive Experience,Average Interview,"Recruiter arranged the interview depending on the availability of Project Manager and mine. Two rounds of interview and asked about my BA approach and previous experience. After the Interview, recruiter informed me of the results and quickly arranged for the background check. Overall, the process was simple and straightforward.",wellsfargo
" The last question was ""What is your greatest weakness?""   ",Declined Offer,Negative Experience,Difficult Interview,The process was much more intense than I anticipated. There were 2 interviewers present but the teller manager took the lead in asking questions. Most of the questions were the usual scripted questions and really didn't delve into the skills category. Most were behavioral questions and I simply did not prepare well enough for the interview.,wellsfargo
,Accepted Offer,Positive Experience,Easy Interview,"Went through the New York University OCR process, no technical questions, all based on fit. Great candidates are proactive and really go getters. You need to show them that you are genuinely interested in learning. They do not expect you to know the business back to front, only that you are willing to learn. They asked a lot about working in a team (the internship was all about being able to stand the people that you are surrounded by) and being able to ask questions to really understand the lines of business. It's not a job for people who are afraid to talk to other people, or people who twiddle their thumbs!",wellsfargo
,Accepted Offer,Positive Experience,Average Interview,"Fairly straightforward, received email from recruiter scheduling phone interview about 2 weeks after submitting online job profile. I did not have much finance experience and was rather surprised to get a follow up email. I was however not placed in the West Coast office location I was hoping to be placed at.",wellsfargo
 Name a personal achievement you had while selling a product or service to a customer.   ,Declined Offer,Positive Experience,Average Interview,The interview was about 30 mins. Same of the same ile questions and some in depth to throw you off. Asked alot of sales based ques so be prepared with prior experiences where you helped sell customers products. Let them know what your customer service sales background will bring to the to Wells Fargo.,wellsfargo
 When have you gone above and beyond?   ,No Offer,Negative Experience,Easy Interview,Was called in. Manager said the interview was great but a family member was hired. Family member had no experience and no degree. The job is back out there now.,wellsfargo
 Tell me about a time when you faced a challenge working in a group   ,Declined Offer,Positive Experience,Average Interview,Two rounds of phone interviews. First was basic questions to get to know you and the second went more in depth with behavioral questions. The interviewers were very kind and helpful with answering questions.,wellsfargo
 Tell us about a time when you faced conflict in the work place/classroom. How were you able to resolve it and move forward?   ,No Offer,Positive Experience,Average Interview,"Very generic interview questions - straight by the book behavioral type interview. As long as you're personable and can carry on a decent conversation you shouldn't have a problem succeeding at the interview. Nothing too technical - other than behavioral questions they just go off of your resume, so if something is on there be prepared to be able to speak on it.",wellsfargo
,No Offer,Negative Experience,Difficult Interview,The interview process is a phone screening followed 1 or 2 in person interviews which may be with 1 or 2 people or a panel interview. Some of the jobs are based out of other cities or states so the in person interviews are then done by phone.,wellsfargo
 How much cashier experience go I have?   ,Accepted Offer,Positive Experience,,"I interviewed with HR then with he manager then they asked me when can I go take the drug screening and the back ground, when can I get the correct clothes to wear",wellsfargo
 how would you benefit the company   ,No Offer,Positive Experience,Average Interview,i applied online then I was given a group interview with about 10 other applicants. they also had me sign and print some papers. I went in and they questioned use one by one,wellsfargo
 How do you make your sale goals?   ,Accepted Offer,Negative Experience,Difficult Interview,Too long and too many questions and they are not nessecary. I still passed it but it seems like they were asking almost the same questions over and over. The phone interview was so much better and the personal interview was from 2 people which I think should be done only from one.,wellsfargo
" harder situation in your life, how you overcome it   ",Accepted Offer,Neutral Experience,Average Interview,,wellsfargo
 Name an obstacle you've had to overcome.   ,Accepted Offer,Positive Experience,Average Interview,"Group interview with 10 people total. The recruiter asks basic questions like name professional achievements, name an obstacle you've overcame, name a time you had to deal with a angry guest, etc. Dress appropriate and try to answer the questions concisely without going on and on. you can tell she would get tired of people who seemed nervous or repetitive.",wellsfargo
 How have you dealt with a difficult situation involving a customer?   ,No Offer,Neutral Experience,Average Interview,"I applied online. Shortly thereafter, I was sent an assessment test that only took about fifteen minutes. Around three days later, I was sent an email to schedule a phone interview. During the interview, I was read from a script about what I should expect from the position. All seemed well. Then I was asked some fairly easy interview questions, completing the session. I was told that one of the branch managers near my location would call for a face to face interview. A week and three days later with no call, it's safe to assume that said interview shall not be in my future, unfortunately. I was highly interested in the position.",wellsfargo
 Tell us a time when you handled an angry customer   ,Accepted Offer,Neutral Experience,Easy Interview,"Had a telephone interview with recruiter,all generic questions like why wells Fargo, how would you handle an angry customer and the likes.after a week was scheduled for an interview at the branch with branch manager and operations head and after about 4weeks got the job.",wellsfargo
,No Offer,Neutral Experience,Easy Interview,"Applied online and answer some simple questions. Received email and scheduled a time for interview. The interview process was easy. we have a group of 6 people. The recruiter was very nice and very helpful. She wrote down everything we said during the interview which i felt weird. She literally wrote every single word we said. Asked to introduce ourselves first, then into behavior questions. there were 3 sets of main questions, total of 9 questions. It was a good experience overall. The recruiter said we'll hear back within 3 to 5 days, but i never heard back ever since.",wellsfargo
 What is your customer service experience?   ,Accepted Offer,Positive Experience,Average Interview,It was an easy process. The process was smooth and everyone was very nice. I had 3 different interviews which were painless. Some senior management members can be intimidating but they have helpful after you get the job.,wellsfargo
" work experience, goal. knowledge about the industry, current trend   ",Accepted Offer,Positive Experience,Easy Interview,,wellsfargo
" Describe a time you were put in a difficult position. How did you react, and how would you change your reaction if you could.   ",Declined Offer,Positive Experience,Average Interview,"A recruiter came to my university and picked a handful of candidates based on our resumes. From there I did an interview with 2 men and just got a call back for a second interview, its been about 2 weeks. So i will update this once I complete the process.",wellsfargo
 Describe a time when you had to manage a conflict in the classroom   ,Accepted Offer,Positive Experience,Average Interview,This was a behavior based interview and was conducted by 3 managers. It was done via a phone conference. Before getting to this interview I had to pass the initial screen interview process,wellsfargo
 Technical Aspects and Past Work experience   ,Declined Offer,Positive Experience,Average Interview,Interview process took like 2-3 weeks from the day i first attended a recruiter phone call. Then i have been called for an on-site interview. It was very good experience and engaging to be onsite.,wellsfargo
 What is one recent trend happening in the real estate market?   ,No Offer,Negative Experience,Average Interview,"I was asked usual behavioral questions with 2 interviewers. However, questions were rapidly thrown at me. I felt a bit uncomfortable because of this, and made me question why I applied in the first place. In fact one of the people interviewing me almost looked angry. Maybe HR should be doing the interviews instead....",wellsfargo
 Tell me about a time when you anticipate risk and how you deal with it   ,No Offer,Positive Experience,Average Interview,"Applied through business school career site. Two rounds of phone interview, first by HR, then a risk manager. Last round is on-site interview at San Francisco. Two one-hour interviews back to back, each with three Director level people. Mostly behavior questions.",wellsfargo
,Accepted Offer,Positive Experience,Difficult Interview,"interview with manager and district manager. there is the phone screening first, then the hr will call you to set up the interview with the district manager and the branch manager",wellsfargo
 If I am working on a project that needs to be done immediately and someone else brings me something how would I handle it   ,Declined Offer,Positive Experience,Average Interview,"The interview was over the phone with two people from Wells Fargo. They described the position, working for Wells Fargo and then asked me questions. Most questions were behavioral questions. They asked if I had any questions, we discussed benefits and the annual review process. We also discussed future training and licensing.",wellsfargo
 how can i grow the loan business   ,Declined Offer,Neutral Experience,Easy Interview,Quick interview. Very informal as i had a friend who i wanted to work under. Manager was very quick i asked more questions than they did. Was offered the job but passed for greener pastures,wellsfargo
 Situational questions.   ,Accepted Offer,Positive Experience,Easy Interview,Phone interview . went on well. Had good working experience with this company. All over good. one round of phone interview and a smooth process. Working experience. Good company to work with.,wellsfargo
 Give an example of a time when you used your management skills to promote the diversity of your team.   ,No Offer,Negative Experience,Average Interview,I was told I would be interviewed by 1 person ahead of time. When I arrived I was taken to an office where 2 people in person and one on the phone interviewed. I was ambushed in a sense and off guard. They proceeded to ask a series of hr type questions. When I asked about the hours they told me they weren't sure even though I specified before the interview what hours I would be able to work. It seeed like they were wasting my time and theirs. I'm not even sure if they filled the position.,wellsfargo
 Describe a tough situation you were in (insert scenario here) and how did you overcome it?   ,Accepted Offer,Positive Experience,Average Interview,"You apply on Wells Fargo’s Careers page. If selected, a recruiter will reach out to you via e-mail and want to schedule a phone interview. If the phone interview goes well, they will select you for an in-person interview. Typically, I’d you don’t get the job, you’ll get an e-mail. If you do get the job, they’ll call you.",wellsfargo
" They asked basic questions, why did I leave my last employer.   ",Accepted Offer,Positive Experience,Easy Interview,They asked a little about my work history. They provided me with an overview of the job but only 1 out of the 5 people in the interview actually worked in the collections department.,wellsfargo
 Describe a time when an ethical issue presented itself at work and how did you resolve it?   ,Accepted Offer,Positive Experience,Easy Interview,Very casual and relaxing. There was one manager and she asked a few scenario questions about my experience. I have prior experience with the company so I was very comfortable with the setting and environment. Definitely not an intimidating interview but you must remain professional. Wells Fargo is known for having a professional yet laid back staff.,wellsfargo
 Describe a challenging customer or related experience in your career   ,No Offer,Neutral Experience,Easy Interview,"I applied online, was selected for a group interview consisting of 7-10 people at a table, then a second interview where only i and two recruiters dealt with me.",wellsfargo
" Tell me about your experiences in customer service ? it can be from anywhere work, school any group you have had a leadership role in ..   ",No Offer,Negative Experience,Difficult Interview,Started with a Phone Interview and then during that I was invited to a 2nd interview which was a group interview with 3 separate managers from different banks locally in an office. Had to bring 3 copies of my resume 1 for each manager. At the interview they took turns asking me questions one at a time it was a little confusing and they were a little disorganized !,wellsfargo
 What was a customer service problem you encountered and how did you handle it?   ,No Offer,Positive Experience,Average Interview,Group interview there were four other applicants but could be up to 10 or so. We needed early but you may end up staying the whole time. Positive easy going process. The first guy stood up to answer the first of three questions so it set the stage for all of us to do so. I went next so I wasn't nervous while waiting for my turn. We got to volunteer. Nice intervier.,wellsfargo
 What was one customer service goal you've reached   ,Accepted Offer,Negative Experience,Easy Interview,Process was quite simple. Group interview with area director within a week you hear back. If you are hired they will call you in and go to meet with the branch manager and the service managers. They ask a few basic questions you'll hear back with 3-4 days. Over dress just to impress and bring two copies of your resume,wellsfargo
,Accepted Offer,Positive Experience,Average Interview,"I submitted my application through my school's career website, then received an email from Wells Fargo telling me to apply online, but it would only be open for 1 day. I received a phone call from HR about 2 weeks later to set up a phone interview. The phone interview was 2:1, and interviewers were very laid back, asking mostly generic behavioral/fit questions. I was then invited to a final round interview at the Phoenix HQ, which was a 3:1 panel with 2 VP's and 1 SVP. Questions were behavioral and basic technicals. I heard back about my offer 5 days later.",wellsfargo
,Accepted Offer,Positive Experience,Easy Interview,"group interview, asked 3 questions and showed a PowerPoint on the company. Made us feel comfortable. I have my one on one interview next week hopefully I get an offer.",wellsfargo
 Describe a time when you had to solve situational conflict among a team of people?   ,Accepted Offer,Positive Experience,Average Interview,"There are a series of phone interviews (4-6) if you're in a remote location. The interviewer may ask both behavioral and situational questions around your experiences. There are also a few interim phone conferences/trainings where the company ensures that every candidate is prepared for interviews with the senior managers in the lines of businesses they're planning to place you in. In other words, they train you on how to prepare a great interview so that the candidates they've vetted and presented to the senior managers don't walk in to the interview unprepared.",wellsfargo
 Name a time when...   ,Accepted Offer,Positive Experience,Average Interview,,wellsfargo
" Tell me about yourself, your last job.   ",Accepted Offer,Positive Experience,Easy Interview,Over the phone first then face to face. Very easy process. It was w 2 phone Bank management team. It was a very easy conversation and they make you feel confident and comfortable.,wellsfargo
,Accepted Offer,Positive Experience,Easy Interview,"Good interview process, fair questions both behavior and technical. Overall standard interview process. Very similar process to other banking companies. Be prepared to speak on your previous experience. Best of luck to all candidates.",wellsfargo
 name a time that you had a difficult guest   ,Accepted Offer,Positive Experience,,,wellsfargo
 Typical scenario questions.   ,Accepted Offer,Positive Experience,Average Interview,It was typical interview process with hiring manager and program manager. Started with asking scenario based questions and then asked questions related to resume and experience. It was a very simple process.,wellsfargo
 What do you want to do in your professional life   ,Declined Offer,Positive Experience,Average Interview,"Met with several key members of local business banking team. All very helpful and went out of their way to educate on Wells Fargo business and service model. They sold the job but in a very professional way, educating along the way. They are aggressive but you have to be in this market. Didn't meet anyone I wouldn't have enjoyed working with. Very much into getting to know you and determine how your strengths will fit the team. Seemed to have great opportunities for growth. Ended up going in other direction but would consider working in future.",wellsfargo
 Why Wells Fargo?   ,Accepted Offer,Positive Experience,Easy Interview,I It was a large room filled with people and we were asked questions! Some people were offered the job and sent to a store manager for an interview! I went the next day and met with the store manager! It wAs more of a conversation then an interview! But I guess she liked me,wellsfargo
,No Offer,Positive Experience,Average Interview,Phone interview first to start easy and simple just over basic accounting. Then in-person interview with three different groups for 20 minutes each. In person interview was more personality fit it felt like not many technical questions but some broad industry discussion.,wellsfargo
,Accepted Offer,Positive Experience,Easy Interview,"Apply online through the Wells Fargo career site. They will send you a link for an online initial screening. The screening is just a few basic questions to see if you have basic reading and math skills. Once you've passed the screening, they will send you an email asking you to schedule a time for a group interview. The group interview will have about 10 candidates applying for the same job but in different areas around your city. The HR recruiter conducting the interview will ask about 3 questions (I will list them in the questions section). Once the interview is over you will either get a phone call from the recruiter saying you have been selected for a 2nd interview or an email saying they have chosen not to move forward. If you were selected for a 2nd interview a branch manager from the closest bank in your area with an opening will call to schedule your 2nd interview. They will ask you about 5 questions, but they are mostly just about your work experience. The interview process is fairly easy, the recruiters and the mangers only want to know that you have customer service experience and are able to make sales goal. As long as you stress those points in your answers, you should be fine. If you got the job they will call to set up a background check. If not you will get an email.",wellsfargo
 Math and finance concepts and calculations   ,No Offer,Positive Experience,Difficult Interview,"I applied online and then got the first round interview. It was a technique phone interview. I got questions about math and finance. The interviewer was friendly. But I didn't get to the next round, due to my poor performance.",wellsfargo
 How would you analyze a company's creditworthiness to support a credit request?   ,Accepted Offer,Positive Experience,Easy Interview,"Fairly straightforward. Mostly behavioral and resume-related questions with a few easy technical questions. I had a phone screen, a superday, and a follow up phone interview. During the superday, I interviewed with an analyst, an associate, several MDs, and the head of the credit group. The process was pretty quick and my manager followed up with me often and gave me feedback throughout the process.",wellsfargo
 They asked about specific situations in which you gave good customer service or struggled and what you would have done differently.   ,Accepted Offer,Positive Experience,Average Interview,"After applying online, I was contacted by an HR recruiter (not from the area) to schedule a phone interview. The phone interview happened a couple days later. The day after the phone interview, I got a call asking for an in-person interview, which was one-on-one with one person in mid-mangement in the department. After the interview, I was called a couple days later with an offer, which I accepted.",wellsfargo
 Tell me about a time when you had to juggle several duties at once.   ,No Offer,Positive Experience,Difficult Interview,First round with wholesale recruiter and second round with cross functional team members. The recruiter wanted to know about my resume and skill set. The second round was based on situational questions. There is some overlap in the questions they ask. I met with 7 people during the second round.,wellsfargo
,Accepted Offer,Positive Experience,Easy Interview,I applied online and got an email for a group interview session. I was invited to interview a second time at the conclusion of that session. My second interview was two days later and I was offered the position by the end of the day by phone.,wellsfargo
 Why Wells Fargo?   ,No Offer,Positive Experience,Easy Interview,"Phone Interview - The recruiter was very friendly! The questions were basic interview questions. Also, the interview only tool about 5 minutes and she concluded by letting me know she would be interviewing for 5 days and then they would call back some for a 1 on 1 interview with the branch manager.",wellsfargo
,Accepted Offer,Positive Experience,Easy Interview,It was quick they always need people because of high turnover. Also they ask a lot of behavioral questions so be prepared for that. But it is a great company to work for .,wellsfargo
,Accepted Offer,Positive Experience,,First interview there was 3 of us taking turns answering questions. There were 2 recruiters. It was a great experience if you have customer service experience you will be able to past this interview. I got a call the same day for a second interview. After the second interview with the manager I got a call the very next morning with a job offer!!!,wellsfargo
 interview Questions   ,No Offer,Positive Experience,,,wellsfargo
,No Offer,Negative Experience,Average Interview,"It was a one-on-one interview with the branch manager. There were about 30-35 people interviewing so the process was pretty rushed and the mood in the waiting room was less than friendly with so many people competing for two positions. The manager was polite, but the questions were very standard and it didn't seem like the interview was the determining factor in who got the job.",wellsfargo
,Accepted Offer,Positive Experience,Easy Interview,Applied online. Got a 15 minute phone call within the day. Next I had 2 interviews with two different store managers. 2 days later I got an offer. Had to go get a background check and about 1 week later I was hired.,wellsfargo
,No Offer,Positive Experience,Difficult Interview,,wellsfargo
 Explain how you uncover a customers needs   ,Accepted Offer,Positive Experience,Easy Interview,Applied online and had a phone interview with the recruiter roughly 10 minutes got a phone all the same day for an in person interview with the hiring manager for the following week found out I got the jobs a few days later.,wellsfargo
