question,offer,experience,difficulty,interview,source
 Standard CS algorithm and data structure questions   ,Declined Offer,Positive Experience,Average Interview,"Microsoft flew me out to Seattle office for an onsite. There, I had lunch with other interviewees and then 4 consecutive I heard about my result within 2 weeks. The interviews were pretty straightforward, and they gave me the results within 2 weeks of the interview.",Microsoft
 Sort an array; convert a string to an integer   ,Accepted Offer,Negative Experience,Easy Interview,"Three interviews with 10 min break in between. They asked me fairly simple questions because I didn't answer the first simple question in a short amount of time, and I had to ask for help.",Microsoft
 I forget what it was specifically but it had to do with LinkedList. It was a problem very similar to one I'd seen in Cracking the Coding Interview   ,Accepted Offer,Positive Experience,Easy Interview,"After doing the high school internship I skipped first round interviews and went straight to finals. Microsoft flew me to Seattle and arranged everything. I got there in the morning, and had 4 interviews total. Two were design and behavioral, two were technical. The interviewers liked when I asked them questions and engaged with what they had to say.",Microsoft
,Accepted Offer,Positive Experience,Easy Interview,,Microsoft
,Accepted Offer,Positive Experience,Average Interview,I had a 30-min phone screen with a recruiter and then was flown out to Microsoft HQ in Redmond for the final round. They took really great care of me throughout the process and were able to turn around a decision within 24 hours of my final round since I had an offer deadline from another company. My final round was 3 interviews - 1 product and 2 coding questions.,Microsoft
 Hardest: A Trie data structure problem. Random number generator   ,No Offer,Positive Experience,Average Interview,"Onsite interview, four round rotation tech interview, 45mins each ,15mins rest. Interviewers are very nice, not stressful, unless you give yourself stress. Fair questions, also gives good guidance, great company.",Microsoft
,Accepted Offer,Positive Experience,Difficult Interview,,Microsoft
 How would you explain a computer to a 5 year old?   ,No Offer,Positive Experience,Average Interview,"Mostly PM questions - I interviewed with an HR person, which I didn't realize till the end. Got no questions about why I want to work at Microsoft or about my personal projects. Study tricky questions like explaining a computer to a 5 year old!",Microsoft
 How would you order people in a line?   ,No Offer,Positive Experience,Average Interview,The interviewer was very friendly and provided interesting information about life at Microsoft and the company culture. The questions seemed relatively standard ie what technology do you like and dislike?,Microsoft
 I wasn't asked technical questions. I was asked to explain computers for a five years old and what is my favorite technology and my least favorite technology and how I can improve it.   ,No Offer,Neutral Experience,Easy Interview,I got a phone interview after two weeks of applying online. I got an email from the recruiter with a link where I can reserve a time for a phone interview.,Microsoft
 Design a tic tac toe board.   ,Accepted Offer,Positive Experience,Average Interview,Referred by an employee. Had a phone screening interview followed by an on-site. I had two interviews on-site. The first was a technical interview and the second was a design question. Most people had at least 3 interviews but I only had 2 and still got the offer so do not freak out if they don't assign you the maximum number of interviewers.,Microsoft
 Write a program that will find all the prime numbers in array   ,No Offer,Neutral Experience,Difficult Interview,"3 rounds all 45 min long. asked you programming questions and kinda made you code on the spot which is not my strong suite. Talk through the process at least, that's what they are looking for",Microsoft
 Design a tic-tac-toe game   ,No Offer,Positive Experience,Easy Interview,"On-campus interview through school job board. This was 30 minutes long, and I was invited to set up a final round on-site that evening. The on-site interview happened 1-2 weeks later in Redmond, Washington. There were four 45 minute interviews with 15 minute breaks in between. Since I specified wanting to become a PM, I got half design questions and half whiteboard algorithms.",Microsoft
,No Offer,Neutral Experience,Average Interview,,Microsoft
 Balance a BST   ,Accepted Offer,Positive Experience,Average Interview,"Talked to recruiter, she told me to apply online and email her after I applied. Was contacted 2 weeks later asking for interview times. 45 min on (school) campus interview. Then 2 weeks after than, got final round interview times. 3 back-to-back 45 min interviews at Microsoft headquarters (flown out) and received an offer the day after my interviews",Microsoft
 Make a stack or linked list that keeps track of its smallest value   ,No Offer,Positive Experience,Easy Interview,"Briefly chatted for 30 seconds, then got into coding portion of interview. This took about 30 minutes. Then the interviewer asked if I had any questions. He talked about what its like to work at Microsoft and what his experience has been.",Microsoft
 How would you use data structures and hash tables to access a specific file on your computer   ,No Offer,Positive Experience,Difficult Interview,"I went to my campus career fair and made a good impression, so they asked to interview me the next day. I went in and it was about 40 minutes of behavioral interview questions and then one 20 minute technical question.",Microsoft
" Generic technical questions about linked lists, trees, ordering.   ",Accepted Offer,Positive Experience,Average Interview,My first round of interviews was a 30 minute technical interview on my college campus. I heard the results of this interview within 2 days. My second round of interviews consisted of 5 separate technical interviews. These were held at Microsoft main campus 2 weeks after my college interview. I received an offer a week after these interviews.,Microsoft
" General data structures/algorithms questions, not terribly difficult besides one or two questions   ",Declined Offer,Neutral Experience,Average Interview,"One on campus interview, and then flew out to their main office for an on-site interview. I spoke to 4 different interviewers, each for an hour long. All of the interviews were a mix of white board coding problems and behavioral questions. The coding problems were usually fairly short.",Microsoft
" Given 3 integers, write the code to return the largest product of them. Remember to consider negative integers in writing the solution.   ",No Offer,Positive Experience,Easy Interview,It was a good experience. I had a thirty minute interview scheduled. First part was basic questions about yourself and what experiences you've had. The second part was a coding section asking how to solve a given problem.,Microsoft
 What is your background?   ,Accepted Offer,Positive Experience,Difficult Interview,"The interview process at Microsoft was pretty intense. The onsite interview consisted of four 45-minute interviews which covered the 5-minute introduction and about 40 minutes of technical discussion (Algorithms, problem solving)",Microsoft
 How to generate all lowcase and upcase letter string according to a specific letter string.   ,Accepted Offer,Positive Experience,Average Interview,An on-campus interview. Some basic questions about my previous projects. very detail questions on my projects. A simple algorithm question. The process of interview is very nice and duration is about 45 minutes.,Microsoft
 Maximum Subarray Problem   ,No Offer,Positive Experience,Average Interview,"Talked with a recruiter at career fair and gave them my resume. They followed up a couple of weeks later with an on campus interview, which was fairly standard and 30 mins in length. Consisted of a technical question and some background/ interests questions.",Microsoft
 What is your experience of teamwork that you think can never succeed unless you did teamwork?   ,No Offer,Neutral Experience,Average Interview,"Some engineer will come from the company, ask you about some basic information, and ask for an experience of your successful teamwork / difficult situations, and how you made it. Then it will be a technical problem, which is basicallya programming / algorithm problem. Write on the whiteboard.",Microsoft
 Add an element to sorted linked list.   ,No Offer,Neutral Experience,Easy Interview,"Applied through a career event in our university. A week after got an email for on-campus interview. Interviewer seem to be not happy to being there. There was an easy linked list question which I solved and a few straightforward behavioral questions. No resume related talk. Interview wasn't selective at all. I'm not sure how they filter down depending on these questions. I would expect more sensible and challenging interview from Microsoft. After 4-5 days from the interview, they emailed generic rejection.",Microsoft
" Traverse a tree in zig zag order; the first level is printed forwards, the second level is printed backwards, and so on.   ",No Offer,Neutral Experience,Average Interview,"I was invited for an interview on my college campus where I was interviewed by an engineer. I was offered an on campus interview, but couldn't fly out on any of the available dates.",Microsoft
" Implement atoi, some other easy questions   ",No Offer,Positive Experience,Easy Interview,"Applied at university career fair, contacted by recruiter on LinkedIn. Phone interview was 30 min behavioral, going over past projects and skills, with a puzzle at the end. Onsite was scheduled within 48 hours: 3 mostly-technical interviews, with some behavioral spread out. Technical questions were very easy.",Microsoft
 There was a simple programming task I solved at the whiteboard and he asked if I knew how to do it in a better time complexity. Maximum contiguous subarray   ,No Offer,Negative Experience,Average Interview,Throughout the initial application process I notified the recruiter that I was only interested in cyber security work but the interviewer I was given had zero knowledge of security. I was disappointed.,Microsoft
 implement strstr   ,No Offer,Positive Experience,Easy Interview,"Applied online through my university. Weeks, after submitting my application, I got invited to an on-campus interview event. The interview was a one-on-one chat with the head of the engineering division that I was interviewing with.",Microsoft
 How do you print out the elements of a singly-linked list in reverse order?   ,No Offer,Neutral Experience,Difficult Interview,"Participated in a first-round interview on a college campus, followed by multiple successive rounds. Some candidates received a phone screening before their first-round interview. The on campus interview involved whiteboarding a coding problem and answering background questions relevant to each applicant.",Microsoft
" Given two single-linked lists, one merges into the other at a random node. Find the node where the two lists merge.   ",Declined Offer,Neutral Experience,Average Interview,,Microsoft
" Given a string, sort the string by the type of character (abbcba -> aabbbc)   ",No Offer,Neutral Experience,Average Interview,"Applied through Career Fair on university campus. Got contacted the next week for an in person interview on my school's campus. Interview was 45 minutes long, first 40 minutes coding and last 5 minutes were reserved for candidate questions.",Microsoft
,Accepted Offer,Positive Experience,Average Interview,"Got contacted for an early screening which was a 30 minute phone call. 2 Months later I was flown to Redmond for four back to back 45 minute interviews. On the second day after the interview, I was contacted by phone and received an offer.",Microsoft
" Giving a string with words separated by spaces. Count the word with odd number of characters. e.g. ""I am a student"" return 3 (I, a, student).   ",Accepted Offer,Positive Experience,Easy Interview,,Microsoft
,Accepted Offer,Positive Experience,Average Interview,Was contacted by a campus recruiter after sending my resume to the recruiters at the career fair. Sent my resume again to a different recruiter and she set me up for a phone interview.,Microsoft
 Why do you think Microsoft needs to hire you?   ,No Offer,Neutral Experience,Average Interview,It was a career fair at the University. There was a long line to submit resumes and talk to human resources managers. These managers run projects with other employees at other branches and they were very knowledgeable in wide range IT areas.,Microsoft
 How would you organize people in a line?   ,No Offer,Positive Experience,Easy Interview,"Talked to a campus recruiter and got the first phone interview for Explore. I also had to submit my resume, but I think that I got the first interview through talking with the recruiter. I have an upcoming on site interview but have not done it yet.",Microsoft
,No Offer,Negative Experience,Easy Interview,"Was referred by a current employee and it took nearly a month just to have an introductory call with a talent sourcer who barely understands the role for which she was sourcing. She canceled on me last minute twice in a row. Couldn't answer any specific role based questions, only general information. Never got any sort of feedback or response afterwards. The entire process felt like I was interviewing for a government job. Nobody cares.",Microsoft
 Why do you want to Join Microsoft Hololens?   ,No Offer,Positive Experience,Easy Interview,,Microsoft
 What is your favorite concept in computer science?   ,No Offer,Neutral Experience,Difficult Interview,Had to have an interview over a phone call and was asked questions about computer science by a current engineer working at Microsoft about a month after applying. Didn't hear back about the interview for about another month,Microsoft
" Given an array of point structure element whose X and Y values are both int, write a boolean function to decide whether there is any midpoint(at least 1) of any two points in the array whose X and Y coordinate value are all integer.   ",Declined Offer,Positive Experience,Average Interview,"Hand in my resume during the on campus career fair and the get the interview opportunity 1 week later. On campus interview, one technical white boarding question with some discussions. And now waiting for next round (most likely on site later)",Microsoft
 What is a piece of technology that you would like to change or improve? How do you stay current with what is happening with technology?   ,No Offer,Positive Experience,Average Interview,,Microsoft
 Print a tree on given criterion   ,No Offer,Positive Experience,Average Interview,"30 minutes on campus interview. Very simple. Introduce yourself, tell a little bit about your experience and a coding problem. The coding problem is not very difficult. Since the time is not very long, the interviewer did not ask many questions",Microsoft
 White board question involving looking at a string of letters and outputting a condensed version of the string   ,No Offer,Neutral Experience,Average Interview,,Microsoft
" Find words in a grid in O(n*l) time where n is the number of characters in the grid, and l is the length of the average word   ",Accepted Offer,Positive Experience,Average Interview,,Microsoft
 Linked list has cycle   ,No Offer,Positive Experience,Easy Interview,"Received employee referral, had on campus interview. recruiter asked me amount my work experience and then a behavioral (describe a time you disagreed with a teammate). Putting no offer because I have not heard back yet",Microsoft
 Describe one of your projects and how much responsibilities you took in delivering the results.   ,No Offer,Positive Experience,Average Interview,Had a phone interview with a senior data scientist. I was asked to go through my resume and describe my projects. Was then asked a simple probability and statistics question with 2 parts. The interviewer then sent me a link to an interactive coding page and asked me to write R codes to solve the previous questions.,Microsoft
 What would your ideal job be?   ,Accepted Offer,Positive Experience,Average Interview,"After getting accepted and invited to come to campus after a phone interview. The on campus interview was an all day experience. Assigned a TAM chaperone who met me in the morning, had lunch with me and escorted me out at the end of the day. Also helped shepherd me between my 3 interviews. The first interview was more about me and what I have done and what I want to do. The second was more technical in nature. The third was more interpersonal interaction with a manager and role play with ""clients"".",Microsoft
 Implement hashtable   ,No Offer,Positive Experience,Easy Interview,,Microsoft
,Accepted Offer,Positive Experience,Average Interview,,Microsoft
 Why are you interested in Microsoft?   ,No Offer,Positive Experience,Average Interview,I had three one-on-one interviews with three different members of Microsoft. Two were typical coding interviews and one was more of a behavioral/fit interview. Each one lasted about half an hour.,Microsoft
,No Offer,Positive Experience,Difficult Interview,"First phone interview, which lasted for an hour. I was interviewed for a data scientist position which also had some engineering functions. It was a pretty new team. The interviewer was a data scientist II at Microsoft. They value both business sense and technical skills.",Microsoft
,No Offer,Negative Experience,Average Interview,"Fairly simple tree question, but the interviewer started 5 minutes late and ended 5 minutes early, making my interview only 20 minutes instead of 30 as it should have been. I think he read the time incorrectly, as I had not finished the problem. Unfortunately I did not notice the early finish time until after leaving the interview room. Overall I am very disappointed as I think with the extra 10 minutes I would have been able to solve the problem more fully.",Microsoft
 What is a bad program?   ,Accepted Offer,Neutral Experience,Average Interview,"I had a phone screen interview with Microsoft. I set it up online after the recruiter had reviewed my resume and passed me for first screening. At the scheduled time, the interviewer called me on Skype.",Microsoft
,Declined Offer,Positive Experience,Average Interview,"First round interview on my college campus. Was offered final round interview at Microsoft in Redmond, which is coming up. Had both technical and PM question. Interviewer was very nice and helpful. It was pretty relaxed environment.",Microsoft
,Accepted Offer,Positive Experience,Easy Interview,"I am a returning intern so there was not really any steps. But from my friends that I referred, it is a phone screen, then they fly you out to perform three interviews. If you do well, you will join one of the teams that interview you.",Microsoft
" Given a char array which contains only 4 kinds of characters (a, b, c, d), use a sorting algorithm to sort that array.   ",No Offer,Neutral Experience,Easy Interview,"I got the interview through on-campus career event. It was a 45 min interview, and covered 2 coding challenge problems and couple of follow-up technical question. The problems are not difficult, but you need to write code on paper or white board.",Microsoft
,No Offer,Positive Experience,Average Interview,,Microsoft
 Questions related to data analysis.   ,No Offer,Negative Experience,Average Interview,,Microsoft
 Tell me more about your favorite thing in your resume & a simple data structure question from cracking the code interview book.   ,No Offer,Positive Experience,Easy Interview,Did an interview with Microsoft when they came to my University Campus. Interview was 30 minutes half of the time was spent talking about my experience and projects in my resume. The other half was a simple coding question from Cracking the Code Interview book. The person interviewing me was very helpful and nice.,Microsoft
,No Offer,Neutral Experience,Difficult Interview,"As a new grad, I was asked for a hard question. I use DFS to solve it and write my thoughts on the paper. The interviewer was nice and he let me to answer him how to pass the parameters of the function as well as the condition of the end of the recursion. I show a little bit not confident when I answer the question but after all the answer is right, so I am still in the waiting list.",Microsoft
 Was asked to print out the numbers in the repeated more than n/3 times .   ,No Offer,Positive Experience,Easy Interview,Easy interview first basic questions on my resume and then 1 technical interview. I had already accepted other offer so didn't move forward with the process. The future rounds were supposed to be on site in philadelphia.,Microsoft
 Write code to find all the prime factors of a given number.   ,No Offer,Neutral Experience,Average Interview,"I was referred by a friend. Microsoft contacted me to schedule an interview at my University before potentially flying me out. The first 15 minutes was devoted to my interests and experience, then I was asked at technical question.",Microsoft
" Given an NxM array of integers, set each row and column to zero that has a key value in the row/column.   ",No Offer,Neutral Experience,Average Interview,The interviewer asked questions about my resume at the beginning. Then I had to write out a solution to a technical question/problem that I worked out on a whiteboard.,Microsoft
 Give an algorithm to serialize and deserialize a binary tree.   ,No Offer,Neutral Experience,,Applied through the college career fair and spoke to the recruiters during one of their campus office hours. Got an on-campus interview call after 2 weeks. The interview was scheduled to be half hour long. One coding question and then chat about previous experience.,Microsoft
 What does diversity and inclusion mean to you?   ,Declined Offer,Neutral Experience,Difficult Interview,,Microsoft
 Invert the words of a sentence in a string.   ,No Offer,Positive Experience,Average Interview,"1st Round Campus Interview so far. Have not heard back, it has been about a week. Interviewer was a bit emotionless, hard to gauge what he was thinking. Offered no advice during technical question.",Microsoft
,No Offer,Positive Experience,Difficult Interview,"I interviewed for the FRP program with Microsoft. The first round consisted of a phone call with the manager of the program, and from that they flew you to Redmond for the superday. I had morning interviews, 45 minutes 4 back-to-back and then lunch. Was comparable to many superdays, although prepare for questions that take you off guard.",Microsoft
 What algorithm would you use to separate a fake news article from a legitimate news article? Implement this algorithm.   ,No Offer,Positive Experience,Difficult Interview,,Microsoft
" Know your projects! It's most technical but definitely a lot of behavioural as well, don't think it's all technical!   ",No Offer,Positive Experience,Average Interview,"The process has definitely changed, or at least was a bit different for me than what I read on Glassdoor. I had an on-campus interview in the summer, then I got an email 4 weeks later (to my junk mail - check your junk mail!) inviting me to the onsite in Redmond, with paid for flights/hotel/travel. The onsite experience was great, despite the challenging interviews. You find out what team you are interviewing for THAT day. You interview with 4 different people from that team — some interviewers are easier to talk to than others, but in general, I was impressed but how nice everyone was. The oddest part of the experience is that you interact a lot with the other interviewees, so it becomes weirdly competitive if you buy into the conversation in-between interviews.",Microsoft
" I don't remember the technical question word-for-word, but it was essentially mapping several strokes (values) from one's handwriting to a single word (key).   ",No Offer,Neutral Experience,Average Interview,"The interview was a half hour interview that took place at my university. I was interviewed by one of their software engineers. The interview went very quickly; they started with general questions similar to most interviews (e.g. about my experience academically, my internship experience, etc.) and proceeded to a basic technical question where I was asked to answer a coding problem on paper.",Microsoft
 They asked me two questions about string manipulation.   ,No Offer,Positive Experience,Difficult Interview,It was a university recruiting event. You get an in-campus interview where they measure your programming skills and if you do well in that then they will call you for onsite interviews at their headquarter.,Microsoft
,No Offer,Neutral Experience,Average Interview,I was contacted via email and met for an interview on campus. I didn't make it past the first interview so I can't say much. It was pretty simple. The interviewer was nice but unimpressed,Microsoft
 Implement the toLowerCase() method   ,No Offer,Neutral Experience,Average Interview,There were two parts to the interview which were behavioral and technical in which they asked the behavioral question first then the last 10-15 minutes were focused on the technical part,Microsoft
 technical question and a little bit behavioral question   ,No Offer,Neutral Experience,Easy Interview,"it was campus interview and basically the recruiters came to the campus to select resumes, and give a campus interview. The interview was fast and never hear back from 2ed round",Microsoft
 Some design questions   ,Accepted Offer,Positive Experience,Average Interview,"Microsoft flew me out to WA and paid for the stay there, including travel expenses, food, etc. The interview experience was very position -- every interview felt like a nice conversation you would have with a fellow engineer.",Microsoft
" Imagine you create the most awesome T.V. in the world. With 4k, surround sound, curved, and every output you could add. The only problem is that you spent all your money and forgot to add a controller. How would you implement a controller that would do all of the T.V. functions with only two buttons.   ",No Offer,Neutral Experience,Average Interview,The recruiter was already tired and he apologized in advance that he was not going to pay to much attention. He went directly to technical questions and at the end one critical thinking problem.,Microsoft
 What is the differences between Java and python   ,No Offer,Positive Experience,Easy Interview,"They access me at linkedin, than arrange an on campus interview. But there is something happened to the interviewer,so it is rearranged to a phone interview. Finally I get the phone interview. it seems like it is a HR interview, there is no exactly any techniques questions, they just say yes whatever you say, just like no one care what you talk about. I feel weird about this.",Microsoft
" I was first asked to introduce myself. Then 2-3 questions about my resume. After that, I was asked a coding question   ",No Offer,Neutral Experience,Easy Interview,"I gave my resume to the people who were from Microsoft and came to out campus in the career fair at the university. After about 15 days, I got an email to schedule my interview.",Microsoft
 How can you sort a list of data using only two stacks.   ,No Offer,Positive Experience,Average Interview,Got invited by a recruiter for an interview relating to a software engineer internship. Interview lasted 30 minutes and consisted of a few personal questions followed by one technical question.,Microsoft
 BST insert delete balance etc.   ,Declined Offer,Neutral Experience,Average Interview,Contacted by the recruiter on campus after I participated in Microsoft Code Challenge Competition. The first interview was 30 mins half coding and half about my project discussion. The second was in Seattle. 4 45 mins interviews.,Microsoft
" Was a while ago, can't remember individual questions as there were multiple interviews.   ",No Offer,Positive Experience,Difficult Interview,"Coding based, several programming problems. Coding on the whiteboard which is not as straightforward as it may sound. There were several different interviews, all quite long, so you have to stay focused throughout the whole day.",Microsoft
 How would you hold the results of a large factorial calculation? Implement it   ,No Offer,Positive Experience,Difficult Interview,"Submitted resume at a career fair at school, heard back 2 weeks later for a phone interview but was told all positions had been filled but I would be considered for the next round. Heard back 1 Year later and got flown to Seattle for last round of interviews. Full day process with 4 back to back interviews",Microsoft
 Tell me about a project you've worked on?   ,No Offer,Positive Experience,Average Interview,,Microsoft
 Tell me about yourself   ,Accepted Offer,Positive Experience,Average Interview,"Great! My recruiters made everything bearable, and relaxing. Great logistics team. Also, the environment is amazing. You won't feel like your interviewing. Extremely competitive salary, as well as other benefits. Washington is beautiful as well!",Microsoft
 Take a Microsoft product and come up with three additional/new features.   ,No Offer,Positive Experience,Average Interview,I am still in the process. I will actually be flying out tomorrow for Redmond for a 4 part final round interview. Process thus far has been good. I had an on campus interview that involved one coding question and one pm question. I heard back a few weeks later.,Microsoft
,Declined Offer,Positive Experience,Easy Interview,"On campus, sat down in a room and was asked about my resume. Then two technical questions. Only half an hour total. Heard back a month later to schedule an on-site interview. Great practice for my first interview.",Microsoft
 How would you explain Cloud to your grandma?   ,No Offer,Neutral Experience,Average Interview,Micorsoft program manager is actually the product manager position. Two phone interviews before onsite. It was a little bit surprise to me that MS is looking for very technical product manager with a need of being able to write code and do the system design.,Microsoft
" Can you make an algorithm that ""shuffles"" a deck?   ",No Offer,Neutral Experience,Easy Interview,I talked to my campus recruiter about what they were offering. Got an interview a few days later. They only needed me to rsvp my interview online via a link provided in an email.,Microsoft
" code this problem in Python, code this in C++ / C#, code this in R, code this in SQL, code this in Hadoop   ",Accepted Offer,Positive Experience,Average Interview,"Onsite there were a series of interviews that lasted all day 9am to 4pm, including a lunch interview. There were Statistical questions, inference questions, math modeling questions, managing questions, coding questions.",Microsoft
 How do you reverse a linked list?   ,No Offer,Positive Experience,Easy Interview,"A few weeks after applying/meeting a representative, I did an interview in person. I am currently waiting to hear back about whether I made it to the final round.",Microsoft
 Why MS/   ,No Offer,Negative Experience,Average Interview,"have applied for numerous roles which I am more than qualified. Have had 2 preliminary phone interviews with recruiters. Each time, I received positive feedback and was told ""I will speak to the hiring Mgr and get back to you"" Two weeks later each time, receive a note saying they are going with an internal candidate. I believe they are posting roles to collect EEOC data when they already have internal candidates flagged.",Microsoft
 Write a program that reverses a word   ,Declined Offer,Positive Experience,Easy Interview,This is a very low-stress interview. Review questions that have formerly been asked on here and make sure you know how you would answer them. Also be prepared to speak on personal leadership-oriented experiences and other general behavioral questions.,Microsoft
" Given a linked list, how would you create a palindrome of it?   ",No Offer,Positive Experience,Average Interview,"I applied online, and I got an email from a recruiter that they have seen my resume and would like to move me to the second stage. I had my phone screening in mid-September. Interviewer asked mostly behavioral questions. Be prepared to talk about everything in your resume.",Microsoft
 Why do you like Computer Science?   ,No Offer,Positive Experience,Average Interview,"Had a phone interview that asked very basic questions about my interest and passion in Computer Science. Asked three of the same questions but with different wording, and so I had to answer it in three different ways.",Microsoft
,Accepted Offer,Positive Experience,Easy Interview,"Microsoft flew me to Seattle to do onsite interviews, the entire process was very good, the interviewers were really kind and Microsoft took really good care of us! :) Everything was smooth and fast.",Microsoft
 Quick Sort algorithm.   ,No Offer,Neutral Experience,Average Interview,Interview was set up a week after meeting a recruiter at the career fair. Had the on campus interview and did not proceed. The process lasted for about a couple of weeks.,Microsoft
 Write a function to see if two words are palindromes of each other.   ,Declined Offer,Positive Experience,Easy Interview,Got several referrals from friends who have interned with the company and had an on campus interview. Got offered an on site interview but didn't go because of a family situation.,Microsoft
 Data Mapping   ,No Offer,Positive Experience,Average Interview,"Campus recruiter contacted me for an on campus interview. The interview went pretty well. Recruiter was friendly and nice, asked about general behavior questions as well as a technical question. He was glad to give hints.",Microsoft
" Algorithm questions (fibonacci sequence, linked lists, array manipulation, breadth first search on graphs, and a dynamic programming problem involving word permutations)   ",Accepted Offer,Positive Experience,Difficult Interview,"I was interviewed twice: once on my school campus and once at the Microsoft Redmond campus. Everyone was overall super nice. The school interview was not very stressful. The one at the campus, well they paid for everything and were super nice overall. I had 4 interviews back to back. They were pretty nervewracking but everyone was super nice overall.",Microsoft
" Typical behavioral, linked list, recursion related questions   ",No Offer,Neutral Experience,Average Interview,"The process was pretty standard, there was a phone screen followed by an onsite interview, i had 4 interview in total, 3 technical and 1 behavioral. There were 2 medium difficulty questions and 1 easy. I was interviewed for the Azure team.",Microsoft
 Sort a stack using another stack.   ,Declined Offer,Neutral Experience,Easy Interview,I received an e-mail offering an interview after participating in Microsoft's College Code Competition. I scheduled an on-campus interview for about a week later. It was a 30 minute one-on-one interview.,Microsoft
,No Offer,Positive Experience,Average Interview,"Met with a recruiter at a campus job fair event. Had an on campus interview the following week that was mostly technical. Got rejected for the summer of 2017 but offer an onsite interview for the next summer. At the onsite interview I had four interviews, one behavioral, and three mostly technical with varying degrees of difficultly.",Microsoft
 What is one challenge you've overcome?   ,No Offer,Positive Experience,Average Interview,"30 minute interview, 20 minutes spent on a coding question. He gave me five minutes at the end to ask him any questions I had. He was very kind and it was a pleasant interview.",Microsoft
 Given a binary tree check if it is a binary search tree   ,No Offer,Negative Experience,Average Interview,Got selected for an interview at a career event. Interview was scheduled two weeks after my first interaction with the company. It was a half an hour question which involved one coding question.,Microsoft
 Tree question   ,No Offer,Positive Experience,Average Interview,I did an on-campus interview at my university. The interviewer didn't ask about resume and went straight to coding. I messed up and forgot how to do the problem and the interviewer basically told me its fine and that they also screwed up their first interview too.,Microsoft
" Return the factorial of a number. Then implement BigInteger for large n, and implement add and subtract for BigInteger.   ",Accepted Offer,Positive Experience,Difficult Interview,"Talked to a recruiter during the spring career fair. Got an email over the summer regarding the internship. Set up an interview in Seattle. 4 back-to-back interview. Interviewers were behavioral, and technical.",Microsoft
 Derive logistic regression loss function.   ,Accepted Offer,Positive Experience,Average Interview,"Resume drop, and on-site interviews totaling 4 hours. About 45 minutes each, all a mixture of technical and personality. The whole process was quite sudden and logistically taxing, but the interviews themselves were conversational and comfortable.",Microsoft
 How would you explain how a computer works to a five-year old?   ,No Offer,Neutral Experience,Average Interview,"I gave my resume to a university recruiter (though never speaking with them directly) and also applied online. They reached out to me with a phone interview, which was behavioral, asking more in-depth behavior questions to really see how you think.",Microsoft
 Fairly typical whiteboard questions ranging from very easy to moderately difficult. Mainly array/string manipulation & recursion   ,Declined Offer,Positive Experience,Average Interview,Initial phone screen with quick brain teaser question; on site interview scheduled a few weeks later with 4 rounds of standard whiteboard coding questions and a final interview with a project/hiring manager.,Microsoft
 Explain recursion to a 5-year old   ,No Offer,Positive Experience,Difficult Interview,,Microsoft
" Various research projects you've done, your methods, etc.   ",No Offer,Negative Experience,Difficult Interview,,Microsoft
,No Offer,Negative Experience,Easy Interview,"15 years ago, I was an undergrad at the top 10% of my class at a top 5 American CS school. The campus recruiter wouldn't give me the opportunity to interview for a SDE job. Instead I was delegated to either applying for QA in Test or Design while others had opportunities for dream roles. 15 years later, I applied to a CSA job using an internal reference. The recruiters wouldn't give me a time in the day while the other two market leaders gave me interviews at a moments notice. As an ""oriental,"" I found my experiences with MSFT very discriminatory, and if there is justice in this country, you will be sued.",Microsoft
 Be prepared to do a sales pitch!   ,No Offer,Positive Experience,Average Interview,,Microsoft
,No Offer,Neutral Experience,Difficult Interview,"Met recuriter at job fair. Had on campus interview within a week with current employee, was a developer. Talked about projects I had worked on and my experience, answered questions about Microsoft. Couple weeks later received an email stating I had an interview at Microsoft in Mission Viejo. Flight was cancelled due to weather, ended up interviewing over skype with 4-5 employees on 2 teams at location. Asked to solve problems by each.",Microsoft
 Signed Non disclosure   ,Accepted Offer,Neutral Experience,Average Interview,"Applied through a referral. Was flown to Seattle for a day. Four interviews, 2 technical, 2 more of behavioral. Microsoft is a decisive company, one side of it is the vibrant company trying to zoom into the next gen world, another side is a lagging huge dinosaur and you can see both of those all the way from interview to on boarding.",Microsoft
 Design question can be pretty challenging based on the seniority you apply for.   ,Accepted Offer,Positive Experience,Average Interview,"It was a straight forward interview like other tech companies. Started with a technical phone screen and was called onsite. CTCL, glassdoor, (basic data structures, algos, design) would do it.",Microsoft
,Declined Offer,Negative Experience,Easy Interview,,Microsoft
,No Offer,Negative Experience,Easy Interview,"Applied online and then got an email to fill more pdf forms out and send them back!! After a week got an email to schedule a phone interview with a recruiter but that never happend because 1 week later I got a phone call from the store manager to come in for an in person interview. When I arrived there were no customers in the store only the employees who notified the manager but still I had to wait. After he finally came he took me outside of the store looking for an empty table inside the ""food court"" area of the mall. Woow at that point I had already checked out of the whole process because its just not professional. Agewise the interviewing manager could have been my younger son. As my other interviewers he had not even looked at my CV but asked me typical entry level (graduate students) questions while reading them off of his tablet. I know that he could not properly understand what I was telling him, cus it was too loud with lots of noise distractions. At that point I could have cared less because I knew right away, they not gonna call back for a 2nd interview or if they do I wont be selected. The 2nd option happened after a week and it did not surprise me at all.",Microsoft
 Hashing   ,No Offer,Positive Experience,Average Interview,,Microsoft
 How would you design a website for a wedding registry?   ,No Offer,Negative Experience,Difficult Interview,,Microsoft
 what are your greatest strengths and why   ,Accepted Offer,Negative Experience,Difficult Interview,,Microsoft
