question,offer,experience,difficulty,interview,source
,Accepted Offer,Positive Experience,Difficult Interview,,Google
,No Offer,Positive Experience,Easy Interview,,Google
 How would you redesign an aiport?   ,No Offer,Neutral Experience,,,Google
 Top k.   ,No Offer,Positive Experience,Difficult Interview,,Google
 String manipulation   ,No Offer,Positive Experience,Average Interview,,Google
 How would you analyze a new service offered?   ,Accepted Offer,Positive Experience,Difficult Interview,,Google
 Algorithm problems   ,No Offer,Positive Experience,Average Interview,,Google
 How would you test that your solution works correctly?   ,Accepted Offer,Positive Experience,Difficult Interview,,Google
,No Offer,Positive Experience,,applied online. was contacted by HR 2 days later. told me about the role and gave me a tech screening with a few questions. definitely had to study and know your stuff for that. next round was a google hangout--one technical and one behavioral. Didn't move forward to next round after that but both interviewers were very nice and was a cool experience interviewing with google.,Google
,Accepted Offer,Positive Experience,Average Interview,,Google
" Graph, Dynamic Programming questionos   ",No Offer,Positive Experience,Difficult Interview,"Initial coding snapshots. After two weeks, got call for phone screens. Two phone interviews and then invited for 5 onsite interviews. Onsite interviews were challenging, involved graphs, DP questions. Got the results two weeks later. Did not pass the Hiring Committee.",Google
" Specifics are under the non-disclose, but one that I kinda stumbled on turned out to be (I'm pretty sure) a DP problem, which I initially tried to solve greedily.   ",No Offer,Positive Experience,Difficult Interview,"Overall quite straightforward, as many other posters note. The process formally starts with a code screen, moved to a phone interview, and then on-sites. Overall, the questions can be challenging at each part, with the on-site interviews being a case of 'your mileage will vary' -- the interviewers may select DP problems, graph problems, and likely to be interested in your thought process.",Google
 List comparison   ,No Offer,Neutral Experience,Average Interview,,Google
 What accomplishment are you most proud of?   ,No Offer,Positive Experience,Average Interview,The whole process took about 3 months. I applied online and had 2 google hangout interviews with people from the APPM team. Then about couple of weeks later I got the email that I did not get the internship but everyone was really nice and it was super low stress,Google
 What accomplishment are you most proud of?   ,No Offer,Positive Experience,Average Interview,The whole process took about 3 months. I applied online and had 2 google hangout interviews with people from the APPM team. Then about couple of weeks later I got the email that I did not get the internship but everyone was really nice and it was super low stress,Google
,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. This was for an intern position. I did two video interviews. The first one was purely technical, while the last one was with the team that wanted to hire me. The latter was more personal and they wanted to know more about my research and past experience.",Google
" How the internet works, etc. They give you a packet of some areas to study   ",Accepted Offer,Positive Experience,Average Interview,,Google
,No Offer,Negative Experience,Difficult Interview,,Google
 How to test some new product?   ,No Offer,Positive Experience,Average Interview,"Submit online and got in touched with a recruiter by very next day. The whole process took 1 month, filling up some prerequest interview questions(including your fav google product) then virtual interview with Data scientist",Google
 How do you like the design process to go? What do you hate?   ,Declined Offer,Negative Experience,Average Interview,,Google
 Longest Palindromic Subsequence   ,No Offer,Positive Experience,Difficult Interview,,Google
,No Offer,Negative Experience,Average Interview,Applied online. A recruiter reached out and scheduled a30 min call with one of the most arrogant a-hole I ever met in my life. Are you trying to hire a slave?,Google
,No Offer,Neutral Experience,Difficult Interview,There are four steps: 1) Phone interview with HR 2) Google Hangout Video Interview - 45 min 3) On-site interviews 4) Creating a profile which is then submitted to management for hiring decision,Google
" On-site: 5 interviews, 1hr/each. Asked about hash tables, linked lists, arrays (Best time to buy and sell stock), Machine learning (k-means), random walk problem.   ",No Offer,Positive Experience,Average Interview,,Google
,No Offer,Positive Experience,Average Interview,,Google
 Would you feel comfortable with a commission based salary   ,No Offer,Positive Experience,Average Interview,"Phone interview, lasted about 30 min. The recruiter was really nice and asked behavioral and hypothetical type questions. She didn't ask me the standard questions that I thought she would though, like why do you want to work here and why are you interested in the position.",Google
 Noodle question   ,Declined Offer,Negative Experience,Average Interview,,Google
 Why sales?   ,No Offer,Negative Experience,Easy Interview,,Google
,No Offer,Neutral Experience,Average Interview,"I had 2 back to back 45 minute interviews with engineers. It was my first technical interview so I was quite nervous, but I found my first interviewer to be a bit quiet and unrespsonsive while I tried to work through the problem he gave me. My second interviewer was a lot nicer and open with me which made the process of solving the problem a lot better for me. After that I waited around 4 weeks to finally hear about the result.",Google
 The problem was to write a function that takes in a 3x3 array portraying a grid of 1s and 0s. The function needed to figure out if swapping any two grid positions would form a row or column of 1s in the grid. The function should just return a boolean to indicate the result.   ,No Offer,Positive Experience,Difficult Interview,"She gave me one programming problem. We communicated on the phone, and I had to type my code on the google doc. I applied online and I had to pass an online assignment before getting the interview.",Google
 What do you think you could bring to Google?   ,No Offer,Positive Experience,Average Interview,"Three days after online application, I got a design challenge. After a week of the design challenge, I was informed that there is an interview. The interview was mainly about one of my design project and behavioral quesitons. Two weeks after the interview, I was rejected. The interview went great and I can feel that Google reapect candidates' time and are willing to provide any help they need to have the interview or prepare for it.",Google
" get cipher string, leetcode medium problems, move negative number to the right part of an array, in place and keep the order.   ",No Offer,Positive Experience,Average Interview,"Referred and finished coding challenge, skip phone interview as I have offer deadlines, on-site interview. The interview process took about 1 month, you can choose when to go to the onsite interview.",Google
 Study all algorithms/data structures very thoroughly!   ,No Offer,Positive Experience,Difficult Interview,,Google
 Fruit Basket question from leetcode.   ,No Offer,Positive Experience,Difficult Interview,"Coding test, phone screen and 4 rounds of onsite. Their focus is always in coding questions and your approach while solving them. I think if you are good at coding and explaining your though process to them it will be easy for you.",Google
 They asked about any interesting or challenging problems at my current job.   ,No Offer,Negative Experience,Difficult Interview,,Google
 What is the prime factorization of number n   ,No Offer,Neutral Experience,Average Interview,"45 minute phone interview, jumped straight into the coding question. very critical of readability and efficient code. Continuously had to go back and refractor code before continuing the problem which made it difficult to not lose your train of thought. Left no time for questions at the end.",Google
 What's your go to market strategy?   ,Accepted Offer,Positive Experience,Average Interview,I had video conference interviews (Hangouts) with 3 levels of management. They wanted to know about the relationships I have in place with the DMR and their Management as well as AM's. Wanted to what I did to grow previous brands and programs within that DMR.,Google
 Check if two binary search trees have the same in-order traversal in logarithmic space complexity/ Measure that amount of water that would be collected in a given histogram if it rained over it.   ,No Offer,Positive Experience,Difficult Interview,,Google
 Can't disclose specifics but it is useful to know a variety of research methods   ,No Offer,Positive Experience,Difficult Interview,Signed a NDA but the process was relatively fast I just wish that the phone interview could've been by two people instead of one because it didn't seem like anything I said was at all impressive to the interviewer.,Google
 All behavioral questions and scenarios and questions about my past experience   ,No Offer,Positive Experience,Average Interview,"I heard back from a recruiter one month after submitting a writing assessment. My interview was scheduled two weeks later with a UX Writer. It was mostly behavioral questions about how I work in a team and how I would accomplish certain tasks. Some questions about my resume as well. A week later I was placed in the host matching phase and had an interview with an intern manager. It was a very informal interview describing the project and discussing my past experiences. A little over a week later I emailed my recruiter about the status of the interview. She informed me they chose another candidate. Overall, a positive experience, I just wish my recruiter would have told me that I did not get the position instead of me having to reach out since I invested so much of my time in this process. Otherwise, the team and my recruiter were very helpful and transparent.",Google
" Given an array where every element occurs three times, except one element which occurs only once. Find the element that occurs once.   ",No Offer,Neutral Experience,Average Interview,"I applied online for this internship. Then I was contacted by a recruiter. The interview's first round, was two questions, each one is 45 mn. The first interviewer called me.",Google
" Given a binary tree with left, right, and a random pointer, clone it in O(1) space and linear time.   ",No Offer,Positive Experience,Difficult Interview,,Google
" Write a program where given a family tree, you find the next successor to the king.   ",No Offer,Positive Experience,Difficult Interview,Four sessions of coding questions with different interviewers followed by a lunch break in between. Each session varied in difficulty and there was 30 minutes allocated to each question. Answers were written on a whiteboard,Google
,No Offer,Positive Experience,Average Interview,,Google
,No Offer,Positive Experience,Average Interview,,Google
 Asked to reverse engineer and explain a python code (written by the interviewer on the google doc) - essentially was a cycle detection algorithm - then told to convert it to c++ code.   ,No Offer,Negative Experience,Average Interview,,Google
 How many times a day do clock hands overlap?   ,Accepted Offer,Positive Experience,,,Google
 Please conduct a particular statistical test using (______; insert a a random statistical/coding platform here).   ,No Offer,Negative Experience,Difficult Interview,Was like an academic job interview. Multiple one-on-one sessions with a lot of tests and presentations. It almost felt like a comprehensive exam where you were grilled on every aspect of your intelligence. I was actually asked to complete something that I explicitly told them I did not have experience completing. The terminology is also a bit different. A quantitative researcher kind of seems like a statistician first and a scientist/methodologist second.,Google
 Problem solving with multiple solution.   ,Declined Offer,Neutral Experience,Average Interview,Two rounds of telephonic interview and in person interview (which consist of 5 rounds 45mins ).They just want to check your problem solving skills that how deep can you think.,Google
 NDA   ,Accepted Offer,Positive Experience,Difficult Interview,,Google
,No Offer,Neutral Experience,Difficult Interview,"Request coding on an online doc, with a couple of hints. I wish the hint to be better. The interviewer assumed a lot of knowledge and skills. Later I was informed not to be proceed my application.",Google
" Signed an NDA - General DSA questions - graphs, strings, linked list, system design, etc.   ",No Offer,Positive Experience,Difficult Interview,,Google
,No Offer,Positive Experience,Average Interview,Normal Phone screen process. The interviewer asked a question and I answered it in the allotted time. I walked through my thought process on the question and coded my answer. It was confortable phone screen and was then asked to interview on site,Google
 Standard memoization questions.   ,Accepted Offer,Neutral Experience,Difficult Interview,"I did an online coding challenge (Google Foobar) in January 2018. January 2019 I got an email from a recruiter asking if I wanted to do an in person interview. I did an in person interview in Cambridge in February 2019. There were 4 technical coding questions, and since I am a PhD student, a discussion of my thesis. I did my coding in Python. About one week after the interview, I received confirmation that the hiring committee had approved my application. Then, 2.5 weeks after that, I got confirmation of an offer in Mountain View working on Corporate Engineering.",Google
 Dynamic programming   ,No Offer,Positive Experience,Average Interview,"The interview process was great. Recruiter contacted me and briefed me on all the important points. Went through interviews. The interviewers were great, and the problems were interesting. Overall, 5 rounds of interviews.",Google
" Fairly straightforward data structures and algorithms problems (traversing graphs/trees, recursion), as well as more complex variants after solving them.   ",No Offer,Positive Experience,Average Interview,"Started with a technical phone interview, then brought on-site for four 1:1 technical interviews. Recruiters were very responsive and provided lots of helpful resources for preparation, but it takes a while to get feedback on how you did.",Google
" The coding questions are very similar to questions from ""Crack the Coding Interview"" book. If you are going to have an interview, I recommend going through that book   ",Declined Offer,Positive Experience,Average Interview,,Google
,No Offer,Positive Experience,Difficult Interview,"Google has a seven-interview process, with five of those taking place on the same day on-site. I made it to the second stage, the phone interview, where I only just missed the mark to move on.",Google
 Standard DS&A algorithms question   ,No Offer,Positive Experience,Average Interview,"Recruiter contacted me after applying online and then I interviewed on the phone for a new grad position, standard DS&A. Still waiting for feedback, but overall the process so far has been very organized.",Google
" I can't tell the questions. But generally they're medium level questions as leetcode. One coding question is exactly from leetcode. The system design question is arbitrary problem with little hint or feedback, even when I asked for clarification of the requirement, the interviewer didn't say much, almost myself speaking for 45 mins   ",No Offer,Negative Experience,Average Interview,"I went through 2 phone interviews + 5 on-site interviews. 1st Phone interview is really simple, no need to be nervous. 2nd one is a more formal. On-site interviews really depend on the interviewers you meet, they're not same level. Some interviewer was just onboard in Google for several month himself.",Google
" I signed NDA, so no specific details into questions can be provided. They asked about very typical experimental skills (since the job is more research oriented) important to them. Questions were not hard since the job was not perfectly matched with my previous experiences, but they sometimes showed curiosity in my research area.   ",No Offer,Neutral Experience,Average Interview,"There were two rounds of video interviews which went smoothly. They said they were gonna get back to me in a week but it did not happen. My follow-up went unanswered. And after about a month, they said they are gonna go with somebody else.",Google
 Several questions based on real time scenario regarding technical issues.   ,No Offer,Neutral Experience,Difficult Interview,First was a phone screening for 15 min followed by video conference for an hour. Then there had to be an HR call which was cancelled due to unavailable of slots,Google
 Describe how you would work through a difficult situation.   ,No Offer,Negative Experience,Difficult Interview,,Google
" How would you create the logic of three matching symbols, then disappearing and three random new colors populate the board?   ",No Offer,Positive Experience,Difficult Interview,,Google
 Determine whether 2 user keystroke inputs are the same. Inputs are assumed alphanumeric. You have to account for backspace keystrokes.   ,No Offer,Neutral Experience,Difficult Interview,"It was conducted over a google hangouts session. It lasted about an hour long. The question seemed manageable at first, but as you start to delve into it, you really start to see how complicated it can get.",Google
 How would you model this? What commentary would you say?   ,No Offer,Negative Experience,Difficult Interview,,Google
,No Offer,Positive Experience,Difficult Interview,,Google
,No Offer,Positive Experience,Average Interview,,Google
 Still in the initial phases which is pretty basic questions around resume content and interest in the position.   ,No Offer,Positive Experience,Average Interview,"Connected with a recruiter, and proceeded to a series of phone interviews. Per success of phone, interviews determine whether or not they want to bring you out for on sight.",Google
" How would you coordinate a event with 30,000 attendees?   ",No Offer,Positive Experience,Easy Interview,Very informative but could be slow at times. Understandable due to the size of the company and number of applicants. Was much better at letting me know where I stood in the process than other tech companies.,Google
 Why do you think you fit in with Google?   ,Declined Offer,Positive Experience,Difficult Interview,"Swift and sharp process. Streamlined as much as possible. After applying online and going through the online process, I got in contact with a recruiter. This led to a phone interview.",Google
 cut a graph that two parts have the same number of nodes   ,No Offer,Positive Experience,Difficult Interview,Onsite with five rounds of coding questions. I still feel positive since this is a good experience and I am a HW engineer. So I didn't expect me too much to get in with two weeks preparation.,Google
,No Offer,Positive Experience,Average Interview,"applied online, got OA within couple weeks, did technical phone interview 3 weeks later, prep session for tips, had onsite interview, which had 4 technical interviews and lunch with one of the member, got no offer",Google
 The questions were pretty much based on my CV and my experience.   ,Accepted Offer,Positive Experience,Average Interview,"Recruiter found me from maybe Linked and scheduled a phone interview. Then she scheduled a tech phone interview with a data scientist at Google. The recruiter told me the tech interview might include some coding/programing, but I didn't have this part in my interview. The next step is onsite interview with 4 data scientists.",Google
 My coding questions were very simple one was to determine the least count of a number appearing continually in a given string.   ,No Offer,Neutral Experience,Easy Interview,I applied online and within 1 week I got a coding challenge which had 2 questions to be completed in 90 minutes. I got a mail saying that they would like to move forward with me but after scheduling the interview they emailed me saying the position is no longer available so they can't move forward with me.,Google
 Tell me about your machine learning background.   ,No Offer,Positive Experience,Easy Interview,It was a screening interview where I talked to a recruiter on the phone. I explained to her about my resume and my machine learning background. She later explained me the hiring process at Google and ended up not moving forward because I was not close to graduation.,Google
,No Offer,Negative Experience,Average Interview,"My interview was from coding test to onsite. interviewers were either really helpful or very disinterested. You can see from the look on their face if you they didn't want to be in the room with you. Didn't seem as accommodating as other companies in helping you with the interview. From the two out of the four interviewers, I got a bad vibe and knew I didn't want to work at that location.",Google
,No Offer,Neutral Experience,Average Interview,No introduction at all. The guy asked the question right after say hi. It is a little wire using google dot to coding. Need more practice on it. The question is average. Not too hard. But I was a little Unconfident and not answered very well.,Google
,Accepted Offer,Positive Experience,Easy Interview,"I had two on-site interviews, back to back, both lasting about 45 minutes. In each interview I was asked to solve some algorithm by writing code. If the problem was solved before the 45 minutes, the problem was slightly altered and re-asked to see how I would adjust to modifications and other variations of the problem.",Google
" Troubleshooting MAC/Windows, Network issues, Some behavior questions   ",Accepted Offer,Positive Experience,Difficult Interview,,Google
" They asked about some arrays, trees questions. They are not difficult to find a solution.   ",No Offer,Positive Experience,Average Interview,"Online Assessment first, then phone interview and then onsite. There are four rounds of onsite interviews. back to back. And there is a lunchtime. The interviewers are so nice. Before the interview, they asked me if I need any drink or restroom. And then when the interview begins, they started introduced themselves first and then ask me to give a self-introduction. After all the interviews finished, I was informed by the hr that I did not get the job..",Google
,No Offer,Neutral Experience,Average Interview,,Google
 Prove P = NP   ,No Offer,Positive Experience,Average Interview,,Google
 I was asked about analyzing the time complexity for a program after coding it   ,No Offer,Positive Experience,Average Interview,The interview process lasted for around 4-6 weeks. I applied through the Google careers website and was shortlisted for the first round. The first round had two coding questions. I cleared this round and was selected was the next round. The second round involved two technical interviews for 45 minutes each. I was asked to code one program in each round. The result was declared in two weeks after the interview.,Google
,No Offer,Positive Experience,Average Interview,Started with a phone screening from a recruiter discussing my interests and about the position. Then continued to a 45 minute technical phone interview using a Google Doc. The last round was on-site. It was 4 45-minute technical interviews.,Google
 Share an example of a time you needed to influence a team in some way.   ,No Offer,Neutral Experience,Average Interview,,Google
" In a string with length N, how many kinds of patterns there could be, e.g. 'aaaa', 'abab', 'abca'.   ",No Offer,Positive Experience,Difficult Interview,"I was reached out by a recruiter from Google. The interview process included a phone interview, then an on-line coding interview, followed by an on-site interview. Unfortunately, the team match process did not work out for me.",Google
 Why did you design the gallery that way?   ,No Offer,Neutral Experience,Average Interview,"Applied online. The first person I spoke to was the recruiter, they learn about you and your background, if you're a good fit for them, you'll be given a design challenge to work on for 1 week. The design challenge was a complete case study. They give you a design challenge to work on, and if you pass the design challenge, you get to talk to one of the product designers.",Google
 What is life in a short sentence   ,Declined Offer,Positive Experience,Easy Interview,It was super tough and needed a lot training be sure to have a bunch of history and computer science background to make a judgement in the james bond of it,Google
 Array manipulation and Grid questions.   ,No Offer,Positive Experience,Difficult Interview,,Google
 How to lead a team with your colleagues who are more senior that you?   ,Declined Offer,Positive Experience,Average Interview,,Google
 Imagine you created a new type of product that would replace the mobile phone. How would you determine how many units to manufacture?   ,No Offer,Negative Experience,Average Interview,"A recruiter will do your first interview. Then the 2nd interview is with a ""peer."" My ""peer"" was someone with 12 years less experience than me. He was ten minutes late to the call. I thought I did well with the first several questions and felt like it was going well. I can't help but think that an interview with another ""peer"" would have ended in a different result.",Google
 Can you tell me what you are thinking?   ,No Offer,Negative Experience,,,Google
,Accepted Offer,Positive Experience,Difficult Interview,,Google
 convert linked list to binary tree   ,No Offer,Positive Experience,Average Interview,,Google
 Tell me about a time where you dealt with a tough client and how you resolved that issue.   ,No Offer,Positive Experience,Average Interview,Contacted by recruiter. Very professional and open to answering questions. Recruiter said they liked my resume and had a quick (~15) phone screening then got another email saying that they wouldn't move forward with my application,Google
 I was given a tree with the nodes being time taken to get to that node from the root. One question I was asked was how to find time taken to get to a node. There were other more difficult questions   ,No Offer,Positive Experience,Average Interview,"I only got through the first stage. After a going of back and forth with a recruiter, I scheduled two technical interviews for one day. The interviews were with different interviewers and back to back.",Google
 hackerank   ,No Offer,Positive Experience,,,Google
 Why Google?   ,No Offer,Positive Experience,Average Interview,,Google
 Standard hard leet-code question. Custom replacement of string indexes.   ,Declined Offer,Negative Experience,Difficult Interview,,Google
 All the questions are around data structures and algorithms.   ,No Offer,Positive Experience,Average Interview,"I applied online and the entire process took more than 7 weeks. Initially, I received a coding challenge having deadline after around two weeks. Solved the two questions and received email for a technical phone interview after the deadline date. The technical phone interview involves shared google doc for typing the code snippets. They said to get back in a week. But I didn't hear anything from them, so I emailed them for which I did not receive any response. Sent a second email after 3 days and then they responded asking me to choose a date for second phone interview. The second phone interview did not go well and I received a phone call regarding the rejection after 3 weeks.",Google
 They tend to ask you questions based on the strengths/experience you listed on your resume. Lots of behavioral questions if you're experience in the role you're applying for; or hypothetical if you are not as experience in the role you're applying for.   ,Accepted Offer,Positive Experience,Average Interview,,Google
 Algorithms and Data Strutures   ,No Offer,Positive Experience,Average Interview,,Google
 Knows code?   ,No Offer,Neutral Experience,Difficult Interview,,Google
,No Offer,Positive Experience,Average Interview,"Applied online, received recruiter's email asking for official transcripts. Then I was given an online coding test on codility. After this they scheduled my phone interview with 2 interviewers. One was a coding interview and other one was a system design interview. They responded within a week.",Google
" Nothing out of the world. General product questions. Once again, a structured response is what is expected. Practice and you'll do fine.   ",No Offer,Negative Experience,Average Interview,,Google
,No Offer,Negative Experience,Easy Interview,Phone Screen 45 min,Google
" implement BFS, DFS (in-order, pre-order, post-order), dynamic programming questions   ",No Offer,Neutral Experience,Easy Interview,,Google
 Array Manipulation and String related questions   ,No Offer,Positive Experience,Difficult Interview,,Google
 The coding test questions can be found on LeetCode. Medium to Hard difficulty.   ,No Offer,Positive Experience,Difficult Interview,,Google
 Write a program to evaluate an arithmetic expression.   ,No Offer,Positive Experience,Average Interview,,Google
 Questions about materials and mechanics   ,No Offer,Positive Experience,Difficult Interview,,Google
 What do you think is the most difficult if you work for Google?   ,No Offer,Positive Experience,Average Interview,2 rounds of phone interviews; 1 onsite interview. 30 minutes each for phone interviews. Hiring manager conducted the second interview. Both interviewers were very nice. No benefits except cafe in Google.,Google
,No Offer,Neutral Experience,Average Interview,,Google
" Sign an NDA but mostly about data structures, little to no algorithm.   ",No Offer,Positive Experience,Difficult Interview,"An online coding assessment was sent to me about a week after I applied. After another week, a recruiter contacted me and was set up to do a phone interview with 2 recruiters. 4 coding questions total and took 2 hours.",Google
 Sign an NDA but mostly about data structures.   ,No Offer,Positive Experience,Difficult Interview,Process took 3 weeks. Online assessment right after online application. Recruiter contacted me after a week and schedule 2 phone interviews with their engineers. There were 4 questions total and took about 2 hours.,Google
,No Offer,Positive Experience,Average Interview,"First Coding round after resume screening. Then profile screening on basis of profile and questionnaire submitted. If you get selected you have two phone coding interviews on google docs. Pretty simple questions, was able to solve them.",Google
 Mostly String manipulation questions. Should definitely take their practice question before jumping to the actual coding.   ,No Offer,Positive Experience,Difficult Interview,I applied on 28th October and got a reply from them on 21st December. They asked me to solve two coding questions within 90 minutes. The first one was basic array and string manipulation while the other one was a difficult one.,Google
 Asked me graph question about finding ancestors   ,No Offer,Neutral Experience,Easy Interview,"I applied online through a referral and was contacted by a recruiter in about 3 weeks (this happened in late november). I was given a coding sample and a few surveys, which I thought I did well on. However, in about a week I was notified that they would not be moving forward.",Google
 They asked me 2 technical questions.   ,No Offer,Positive Experience,Average Interview,"In general, after applying online, if you pass the resume screen, they invite you to take a coding sample. After that comes the phone interviews, of which there are generally two. These are both technically oriented.",Google
 What will you do if a person calls you saying that his computer is shutting down after a few seconds?   ,No Offer,Positive Experience,Average Interview,"Received a call to confirm interest in participation then proceeded to an in-person interview at a conference I attended, they got back to me almost a month after to tell me I did not make the next round of interviews.",Google
 just go over with my portfolio   ,No Offer,Positive Experience,Average Interview,"The first phone screen with their internal recruiter and then designer interview (phone screen) that I had to walk through some of my projects. It took a couple of month but overall it was great experience. Recruiters are really nice so Even though I didn't get to the next step, I wasn't that upset.",Google
 Solve a backpack problem.   ,No Offer,Positive Experience,Average Interview,"I applied for an entry level software development position through my friend in Irvine. Hr was very nice and I had two rounds of phone interviews. Unfortunately, I did not have the chance to move forward.",Google
 Why do you want to work for Google?   ,No Offer,Neutral Experience,Average Interview,"We went over my qualifications and experience. They figured out how it would work well in a news industry setting. Friendly recruiters, although didn't follow-up as quickly as I expected.",Google
 Multiple open ended questions which require you to determine optimal data structure(s) to use   ,No Offer,Positive Experience,Average Interview,,Google
 Code something related to DFS in language of your choice. Write out recurrence relation and runtime   ,No Offer,Neutral Experience,Average Interview,,Google
 Basic Data Structures and Algorithms   ,No Offer,Positive Experience,Average Interview,"Two phone calls with engineers. Typing out standard data structures/algorithms on a google doc and explaining processes and train of thought. Typing in the doc was strange, especially while on the phone with someone, it made me uncomfortable.",Google
 Gave String and asked to construct a different string without having repeated chars in sequence   ,No Offer,Negative Experience,Average Interview,"The process went well, and the recruiters are good. The initial screening process went well and I had first round with positive experience and I had answered all questions but the feedback came as negative because the interviewer expecting more from me but I don’t know how more he is expecting without asking at the time interview.",Google
 Tell me about yourself?   ,Accepted Offer,Positive Experience,Average Interview,,Google
,No Offer,Positive Experience,Difficult Interview,,Google
,No Offer,Neutral Experience,Difficult Interview,,Google
,Accepted Offer,Negative Experience,Easy Interview,,Google
,No Offer,Negative Experience,Average Interview,,Google
 What type of position are you looking for in your next move?   ,No Offer,Negative Experience,Easy Interview,,Google
 Algorithms & data structures - with an emphasis on searching problems.   ,No Offer,Positive Experience,Difficult Interview,,Google
 Why Google?   ,No Offer,Positive Experience,Average Interview,,Google
" I signed a NDA agreement, they look liked medium leetcode questins.   ",No Offer,Positive Experience,Difficult Interview,"I had a referral, and it was like any interview, started with talking with recruiter, phone screen, and finally onsite. There was total 5 interviews, 1 behavioral and 4 coding. Coding question was not too hard. I did not do a good job on one of them.",Google
" Given a knight on a chessboard, find the shortest path from starting square to {some other square}?   ",No Offer,Positive Experience,Average Interview,"The interview process was great. A recruiter reached out and we talked about open roles, the process, and my career goals. I had a few weeks to prepare for the onsite. 5 interviews, including lunch. While they ended up declining, the recruiter provided useful feedback.",Google
,No Offer,Positive Experience,Easy Interview,"I applied online and received a online assessment with two coding questions. After I finished the online assessment, the recruiter contact me for a phone interview. I got the online assessment 1 month after I applied. I got the phone interview around a week after I finished the online assessment.",Google
 Implement auto correct given a dictionary.   ,No Offer,Positive Experience,Difficult Interview,,Google
,No Offer,Positive Experience,Average Interview,,Google
" Implement a data structure that supports the operations flipBits(ith bit, # of bits) and getBit(ith bit), billions of possible bits, <= O(n log n) preferably   ",No Offer,Neutral Experience,Difficult Interview,"Interview was a fairly long process. Started with an online application, sent my resume not expecting very much. Got a response, was requested to complete an online survey plus timed coding exercise. The exercise was pretty straightforward, some strings manipulation and 1D array manipulation (fruit basket leetcode). Made it to the next round, phone interview over Google Docs with an engineer. This part I was shocked at how simple the questions were, delete every other elem from a linked list and some really easy strings question. I felt pretty confident afterwards, had to follow up with my recruiter a couple times to help advance things along. Finally, the onsite in Pittsburgh, had to do 4 whiteboarding technical interviews with lunch in between. For me at least I wasn't asked any system design questions or anything related to my resume, just straight up questions out of leetcode or ICPC. I felt like I nailed two but encountered turbulence doing the other two, managed a satisfactory coded solution on all but one. They give you the option to do it either on the whiteboard or on a chromebook connected to a projector. One of the questions was really poorly formed and I had trouble communicating with the engineer who asked it of me, but the others were all well understood and clear problems. I don't recommend taking bathroom breaks mid interview like I did or you will feel short on time (45 min per.) Two weeks later I got a phone call stating I wasn't a ""good match"". Overall a pretty long process, but that's what this type of job at this type of company presupposes I guess.",Google
 behavioral questions   ,No Offer,Negative Experience,Average Interview,Worst experience with interrogative approach to interview. No relevant match of interviewers background to the role and continuous typing while interviewing is not only distracting but also does not connect with the candidate.,Google
 What are you working on right with your team to improve sales performance?   ,Accepted Offer,Positive Experience,Difficult Interview,"loved it - very structured and well organized, and they asked really good questions. Broken down into four categories - Job Ability / Relevance, Behavioral, Leadership, and Googliness. The recruitier gives you some frameworks to think through, so that was very leading and helpful.",Google
 What are your aspirations?   ,Declined Offer,Neutral Experience,Average Interview,"Amazing, very thorough interview but not too knit picky. They really valued your answer but still made you dig deeper to find a greater meaning behind the question. What was really cool to me was that they walked me through their location to show off different amenities and workspaces I could possible be going into.",Google
,No Offer,Negative Experience,Average Interview,,Google
,Accepted Offer,Positive Experience,Easy Interview,,Google
 NDA!   ,No Offer,Neutral Experience,Difficult Interview,"Applied online and waited for around 1 month for hr reply; called hr on 11/13, had phone interview on 12/5 and then onsite on 1/8. Could be earlier if not because of the holiday season",Google
" Leetcode medium and hard level questions, most weren't on leetcode.   ",No Offer,Positive Experience,Difficult Interview,"Online code screen, two phone screens, 4 in person interviews. Total process was over about 3 months. Most interviews involve solving leetcode like problems with a heavy focus on your problem solving process. You must be good at explaining what you're doing.",Google
 Signed a NDA   ,No Offer,Positive Experience,Average Interview,"Applied through reference and was asked to fill out a form about my interests and topics I'd liked to be interviewed in. After a few weeks, my recruiter asked for a date to be interviewed and I got the interview scheduled after a week. Email said that I'd be questioned on my programming and project management skills. On the day of the interview, I was interviewed by a developer relations engineer. Mostly technical concepts were asked and a programming question on String concepts (couldn't complete the code), no questions on project management at all. Got a call from the company that they are not hiring anyone for this position this season (bummer). Felt sad for a couple of days but was an amazing experience to learn from.",Google
,No Offer,Positive Experience,Average Interview,"I received a coding challenge and after completing it and waiting for a response, I got scheduled for the technical phone interview. For my phone interview I had two of them back to back. They were both with Google Software Engineers and they both asked me one technical question with a couple of follow-up questions and edits I had to make to my answer.",Google
 String Manipulation through recursion.   ,Accepted Offer,Positive Experience,Difficult Interview,,Google
 Standard technical linked list question for one of my technical interviews.   ,No Offer,Neutral Experience,Difficult Interview,"Initial phone screening, coding challenge, 2 45 minute technical interviews over the phone, final interview with intern manager for a specific team. After my technical interviews they didn't have any updates for me for about 2 months but eventually got an interview with an intern manager on a specific team but ultimately did not get an offer.",Google
 How would you find the top 5 highest-selling items from a list of order histories?   ,Accepted Offer,Positive Experience,Average Interview,Started with a questionnaire for placement and a coding interview in a language of your choosing. Questions were straightforward programming challenges. Next came a discussion with the project manager that is more informal and used to gauge how well your interests and skills match.,Google
