question,offer,experience,difficulty,interview,source
 dynamic programming coding problem.   ,No Offer,Positive Experience,Average Interview,Got call for phone interview. 2 coding questions. 1. dynamic programming. 2. Binary tree related... each coding questions gets 20 mins. I could not finish both. Interviewers were attentive and helpful.,Apple
,Accepted Offer,Positive Experience,Average Interview,"Straightforward, two way communication, friendly, enjoyed the experience and excited by the opportunities provided. Open environment, able to ask questions. Constant flow of words, and feedback while interviewing. I enjoyed talking with the people about my previous experiences and what I could do to improve myself and the company",Apple
,Accepted Offer,Positive Experience,Easy Interview,,Apple
,No Offer,Positive Experience,Difficult Interview,,Apple
 Tell me about a time were you had to deal with a problem that you had with an employee and how did you deal with it.   ,Accepted Offer,Positive Experience,Average Interview,"There were several interviews, along the process. Interviews were quite lengthy but they seemed more like a conversations. Each interview consisted of at least 2 main store managers and the last interview was with a market manager.",Apple
 Describe some projects you have worked on using <enter specific technology>.   ,No Offer,Neutral Experience,Average Interview,was contacted by a recruiter for an internship opportunity. My interviewer was not allowed to disclose what I would be working on so it was incredibly hard for both me and my interviewer to ask/ answer questions.,Apple
 why apple?   ,No Offer,Neutral Experience,Difficult Interview,it was hard and there was three other people with me. overall it was intimidating. I am re applying there in hopes to getting a job there. wish me luck,Apple
 solve a riddle   ,Declined Offer,Neutral Experience,Easy Interview,lengthy and tough questions but not bad overall. it went well. I recommend this to others. Study your material and be confident. Enjoy the process and don't get intimated. Be sure to review all your old material.,Apple
 Great!   ,No Offer,Positive Experience,Average Interview,"The interview process was fun, helpful and pleasant! I met a great team and they asked a lot of great questions regarding the job. It was so much fun and pleasant.",Apple
 What is your strength and weakness   ,No Offer,Positive Experience,,"I t was Friendly, and It was group interview, we ere 7 people and have the question by turn . The manager was nice and very friendly. I had second interview with another manager. he was friendly too. He shared some fun stuff about his family and daughter and made me more comfortable with environment",Apple
 What was a time when you had to deal with a difficult customer?   ,No Offer,Positive Experience,Average Interview,Simple group interview to get to know the potential candidates. They definitely observe how you interact with others right when you walk through the door so be aware of that.,Apple
 Why Apple?   ,Accepted Offer,Positive Experience,Average Interview,"Phone screen, In person x2, talked to screening manager and senior manager. Was relatively relaxed, but you generally get the feel for whether or not they like you. They're looking for more personality than technical knowledge.",Apple
 Why Apple?   ,No Offer,Negative Experience,,,Apple
" What are your failures, and how have you learned from them?   ",No Offer,Positive Experience,Difficult Interview,"For corporate applicants (no retail) the process is pretty standard. A contact from a recruiter followed by a phone interview, and then if you qualify a phone interview with the hiring manager.Lots of interviews/several rounds to get the job and that is common in many areas or you get panel interviews.",Apple
,Accepted Offer,Positive Experience,Difficult Interview,,Apple
 Asked if I could work overtime since of my age   ,Accepted Offer,Negative Experience,,Didn’t explain that Apple didn’t handle directly and that if there was problems who was responsible to fis them. Wound up bing hired but employer didn’t take their contract seriously,Apple
 They asked about GPU verification   ,Accepted Offer,Negative Experience,Difficult Interview,It was lengthy and was being prolonged unnecessarily. The questions were really challenging and interesting. I was able to solve 70% of them. The interviewer was kind and helpful. But their HR process was uninteresting,Apple
 All technical questions with many details   ,No Offer,Neutral Experience,Difficult Interview,"I was referred by a current employee. After two weeks of submitting resume, I was contacted by a recruiter from Apple. The phone screening interview was scheduled with hiring manager three days after.",Apple
 How would you first answer a customer call if they sound in distress?   ,Accepted Offer,Positive Experience,Average Interview,There are 2 interviews. First is a phone call getting to know you and your personality with a recruiter. The second is more technical and is a facetime call with a manager.,Apple
 Some basic stuff. But mainly focus on your resume.   ,No Offer,Positive Experience,Difficult Interview,2 round of phone interview and onsite interview on going.The phone interview is over 50 minutes and over 10 questions being asked. But the people are friendly. Then HR said I have an onsite interview and the process is ongoing. Don't know what will happen in the future.,Apple
 Tell me about one interesting problem you encountered and how you solved it.   ,No Offer,Neutral Experience,Average Interview,"I had two phone interviews, after which I was called for an on-site interview. I separately talked to 8 different mostly senior engineers from various groups. In total it lasted for 6 hours. Since I am a PhD student, they mostly asked about my research, my specific papers, the tools I used etc. I was in general a pleasant interview experience.",Apple
" What is the recent bug you found, how did you resolve it?   ",Accepted Offer,Positive Experience,Easy Interview,"1 phone call interviews than on-site. On the on-site interview, I talked to 7 different interviewers, I found out that there was no coding interview at all. I got an offer in three to four weeks. Overall, personality check was very important.",Apple
 What was your favorite Disney character?   ,No Offer,Neutral Experience,Difficult Interview,"It was a group interview and it made me slightly uncomfortable but adjusted quickly. I did research the night before and what I found did actually occur (i.e. a group interview, Disney questions) but I was still uncomfortable and did not like the process.",Apple
 I gave you a mobile with working accelerometer and rest of the sensors doesn't work. Can I track you (i.e. distance and direction)?   ,No Offer,Positive Experience,Difficult Interview,It was good. I applied online. The interviewer asked me some great questions. I thought I answered well but they never came back. My suggestion would be to know everything that's mentioned in your resume and prepare for some logical questions.,Apple
 Optimize the staircase problem   ,Accepted Offer,Positive Experience,Difficult Interview,"Networked with friends, got an interview. Interview happened early, pretty standard leet codes. Asked to me explain the ideas behind a couple of algorithms. I met with several different software engineers in the process",Apple
 What do you love about Apple?   ,Declined Offer,Positive Experience,Average Interview,Many steps to the process. A large group of potential candidates gets whittled down. After you make it through the first few portions you have a meeting with the head of the store you'd be working at.,Apple
 You clean good or what?   ,No Offer,Negative Experience,Easy Interview,it was really nice they interviewed me so good. felt like they really cared and wanted me to clean for them it was great because i love to clean. the i noticed the walls were dirty so i started to clean for them,Apple
 Can you tell me an example of how you can pay attention to detail from your past?   ,Accepted Offer,Positive Experience,Easy Interview,"There were two people involved. The woman who the hired for HR was nice, but not overly impressive. The actual interviewer who ended up being the main boss was great. Becky was phenomenal. Very sincere, easy going, and honest. It was a positive experience",Apple
" Beam bending, materials (aluminum), stress/strain   ",No Offer,Neutral Experience,Average Interview,"I applied through recommendation. I got an email to schedule a phone interview, which they actually had to reschedule a number of times but they were very polite about it. I didn't get an offer since I was familiar with solid mechanics, but hadn't taken a class on it yet. They asked many questions about it. Wasn't hard if you knew what you were talking about.",Apple
 explain the process steps from first netlist to final tape out   ,No Offer,Negative Experience,Difficult Interview,"seven 45 min interviews, one right after the other. for lunch they took me to the cafeteria, we got takeout, and went back to the little conference room for more grilling.",Apple
 Tell me about yourself.   ,Accepted Offer,Positive Experience,Easy Interview,"The interview process was really easy. Unexpected for a top company. It was just one behavioral screening interview with recruiters, then interviews with whatever teams were interested. They each just asked me about my projects and experience.",Apple
" How would you design an REST API that returns all of the points, lines, and polygons in an area based on a lat / long and a radius?   ",Accepted Offer,Positive Experience,Difficult Interview,"There were 2 phone screens. The first was an overview, and the second was technical. Then, there was an all day on-site. This was fairly intense, but very fair. Thankfully, there was not much white-board coding, but we made up for that by having deep technical discussions and analysis. Note that you also do a presentation to the entire group. This is open ended, but it is also your opportunity to really explain ""how you tick"".",Apple
 Tell me about a time you had to deal with a customer who made demands you could not accommodate.   ,Accepted Offer,Positive Experience,Easy Interview,"I applied online and was emailed a invitation to come to the hiring event. It was myself and two other people. they asked each of us a few questions, really easy.",Apple
 They asked me what app I would like to create for an iOS device if I had the opportunity.   ,Accepted Offer,Positive Experience,Easy Interview,"First, I had a group interview at a hotel. Then they called me for a second interview with one manager at their corporate location. After that I had a third interview with a store manager at the store I was offered the job at. They called me less than a week later to give me the offer. I went back to the corporate location to sign the offer letter. Then, I went to group training.",Apple
" 1/3 linux internals, 1/3 web services troubleshooting and design, 1/3 data structures and algorithms.   ",No Offer,Negative Experience,Average Interview,,Apple
,No Offer,Positive Experience,Average Interview,"It was straightforward but lengthy. There was a basic phone interview first, and then I was flown in a in person interview, that consisted of multiple interviews with different members of the team. You should know your resume thoroughly as this is what most of the questions were based on, and how you would apply the skills and experience mentioned there to testing of real world products.",Apple
 How do you determine sample size?   ,No Offer,Neutral Experience,Average Interview,,Apple
 Why Apple?   ,No Offer,Negative Experience,Average Interview,"In my group there were 5 of us including myself, we passed around an iPad that had questions we could choose from. The manager was really cool and super easy to talk to and then told us that there wasn't a position even available at the time but we would be considered in the future when there was an opening. We were all kind of confused by that but he told us not to worry and then explained that it took him over 5 interviews to get a job. Overall it was okay but I wish they wouldn't have wasted our time and only conducted an interview if there was an actual position available.",Apple
 Do you have previous customer service experience?   ,Accepted Offer,Positive Experience,Average Interview,"applied online, then a week late i got a call from a AHA advisor and asked me a few questions like why did you apply? Do you have previous experience? then i went through with the hirevue interview and they asked like 27 technical questions.",Apple
 Why do you want to work here?   ,Accepted Offer,Positive Experience,Average Interview,"I had a creative intern interview. First one was on campus interview, then I had facetime interview. Both interviews were more conversational then Q&A. Just be prepared to talk about your work with confidence.",Apple
,Accepted Offer,Positive Experience,Difficult Interview,"Attended a hiring event 4 weeks ago with a group of 20 people. As most of the candidates posted on this website, they start with an ice breaker and introduction. We were asked to name our favorite App. I think the whole process is the stand out and pay attention to what your fellow candidates are saying. They played different videos that talk about the varied roles Apple has to offer in their retail stores. A lot of the same people raised their hands to answer questions after viewing each video. I personally did not do this, but any time somebody spoke I would give them undivided attention and not look distracted. We were divided up into smaller groups of 5 and passed around an iPad with several questions that we could chose from. Making eye contact while answering these questions is key. If the managers liked your answers, they would follow it up with other questions to find out more. I felt the hiring event went very well and each candidate was given adequate time to answer their questions. Do not hog all the managers time. A week later I received a phone call for my first real interview with a manager. The interview was very laid back. I felt like a friend was asking me about my current job, so my answers were really detailed and natural. One week later I was called to schedule a second interview with another manager. This interview pretty much mirrored the first. One question was even the same. Again, they are really laid back so just feed off of that same energy and you will be fine. This second interview went so well that I was asked to hang around for my third interview with the store manager (45 mins after). This was more of a meeting were we talked about company expectations. We talked about Full time vs part time and flexibility. At the end of my meeting I scheduled my 4th and final interview with the area manager. This interview was over the phone and again was very much about personality and talking about your background and how it fits well with Apple. I immediately was sent an email request for a background check.",Apple
 Why Apple?   ,No Offer,Positive Experience,Easy Interview,"Applied online and received an email from a recruiter within two weeks, asking for open times to conduct an interview. I opted to take it as soon as possible, and was able to have it within the week. Interview was conducted over the phone and consisted of basic introductory questions in order to learn more about me, my skills, school, and intentions.",Apple
,No Offer,Negative Experience,Average Interview,Got contacted by a recruiter. Had a phone screen with her followed by an interview with the hiring manager. The hiring manager was like a robot with pre-programmed questions. No expressions came out of her whatsoever. This is the coldest phone screen I've ever had....,Apple
 Name a time at work you went above and beyond what you were expected to do.   ,No Offer,Negative Experience,Easy Interview,"The interview process for me was horrible. I went to my first interview, a group interview, which was fun and pretty easy, and was told I would be contacted by the end of the week, they did not. I emailed them, they told me that by the end of the following week they would contact me to let me know when my next interview would be, so I passed the first interview. Again they did not contact me, so I reached out again, I was very interested in working there. Again, they sent the same email, that by the following week they would contact me. I waited, and again, no contact, so I emailed again. 4 weeks after my initial interview, I finally got an email asking me to come in for an in-store interview week 5 from my first interview. Honestly, I thought the interview went very well, but was declined the offer to work there. Now, usually I am not a person to post reviews, and especially not negative ones, but I felt so bothered by the whole experience, I felt I needed to post this. They pretty much wasted 5 weeks of my time, during a time in which I really needed a better job, only to then be told no. Don't know that I would recommend applying to this company.",Apple
 What do you like the most about Apple?   ,No Offer,Negative Experience,Difficult Interview,"They interviewed me twice. The second interview, the marketing director was not even paying attention to me. They made me interview with someone else which is pointless because they don't even get my full attention. They basically asked me the same questions over and over again.",Apple
,Accepted Offer,Positive Experience,Easy Interview,There are 5 rounds of interviews and 3 were focusing on the past experience and some detailed questions on the resume side. Presented the system I built before to multiple interviewee. One round was mostly on computer vision related questions and one round was for C++ knowledges.,Apple
 Thermodynamics and basic manufacturing/materials science question.   ,Accepted Offer,Positive Experience,Average Interview,Interviewed with two teams. One focused on the technical and the other focused on resume. Hiring process is pretty direct and fast. Recruiters are very responsive and well-mannered. Interview was interesting and straight to the points. A little brain teaser might be kicked in too,Apple
 Name a time when you had to deal with an irate customer and if you had to redo it how would you change what you did.   ,No Offer,Neutral Experience,Average Interview,I interviewed with 3 other people just outside the Apple Store in the mall. It was very casual feeling but with a laser focus on your answers. Just be yourself and show you know how to connect with people.,Apple
 Favorite apple product   ,Accepted Offer,Positive Experience,Difficult Interview,There were three interviews. The first one was a group interview. The second one was with a couple of the store leads and the last one was with the store manager.,Apple
 Didn't got any difficult questions.   ,No Offer,Negative Experience,Average Interview,Process is completely broken. Got contacted by number of recruiters from Apple which redirected me to other recruiters and so on. Finally I was invited to the interview session onsite and was interviewed by few guys. Some of them was pretty knowledgeable and it's was a pleasure to talk with them. But few of them (I wouldn't say stupid) wasn't and asked questions which are completely not related to the position. At that point I understood that it's failed attempt. ~1.5 weeks later I've asked for update from recruiter and got reply that I'm an kind of over experienced/higher level than they've expected.,Apple
 Give an example in your previous projects to demonstrate your professional expertise   ,No Offer,Neutral Experience,Average Interview,"the recruiter arranged two phone interviews after two weeks from applying one position online. 1st phone interview went ok with hiring manager, 2nd one with another technical people as well. they all asked technical question straightforward. However no feedback either from recruiter or interviewers, wrote an email to the recruiter, no any response at all",Apple
,No Offer,Positive Experience,Average Interview,I was emailed about a hiring event about a week or two after applying. I showed up about 10 mins early on a Thursday and was showed to a table where me and four other applicants filled out some paperwork detailing desired positions and availability. The managers then came out and asked us some clichè interview questions that lasted for about an hour. We were told that we can expect to hear back by Monday.,Apple
" Role-play scenario: you are expected to respond to this woman's concerns as though you were an Advisor. A woman calls on the first day of her honeymoon in Hawaii and discovers that a water bottle has leaked all over her iPhone. The phone is dripping wet, has powered off and the customer is extremely distressed about the recent photos she took on her wedding day.   ",Accepted Offer,Positive Experience,Difficult Interview,,Apple
" Given a vector of integers, return true if each integer has a duplicate within the vector and false if not.   ",Declined Offer,Neutral Experience,Average Interview,,Apple
,Accepted Offer,Positive Experience,Difficult Interview,,Apple
 Basic interview questions   ,Declined Offer,Positive Experience,Easy Interview,,Apple
 Why apple? What skills do you have that make you right for the job? Do you have any technical skills?   ,Accepted Offer,Positive Experience,Average Interview,"You submit your application and apply for the position on the careers website. After that you either receive an email asking you to go to a group hiring event, or you receive an email from a recruiter like I did asking you to interview with a specific location. I had the phone interview with HR followed by a meeting with the store manager and then a meeting with the district manager.",Apple
,Accepted Offer,Positive Experience,Average Interview,"First was contacted by a former colleague, one met during PhD projects. Invited to a first screen call, asked for some code samples on neural networks. After 1 to 2 months was invited to an onsite in Boston.",Apple
" OCV related, Cross-talk related, timing analysis   ",No Offer,Neutral Experience,Difficult Interview,,Apple
 how to troubleshoot a device   ,Accepted Offer,Positive Experience,Average Interview,,Apple
 Some network questions.   ,Accepted Offer,Positive Experience,Average Interview,"A long phone call. Code question is simple. It's about designing a data structure. Besides, we talked a lot about my resume. I talked a lot of details on my former projects. And they gave me lots of time to ask them questions. Generally, it's very comfortable to talk with them.",Apple
 Why do you want to work for Apple?   ,Accepted Offer,Positive Experience,Easy Interview,,Apple
 Name a time you and a coworker did not see eye to eye on a subject work related?   ,Accepted Offer,Positive Experience,Average Interview,"Well I applied and 2 days later got an emails for a group interview, it was located at the corporate office on 5th ave. I'd say it was about 30 of us and we all got split into groups of 5 and had an Apple representative for each group interviewing us and asking us simple questions. I currently have the second interview coming up and it should be a 1on1 so I'm hoping I get the job because I would really love to work for Apple wish me luck guys!",Apple
 Have I developed metrics.   ,No Offer,Positive Experience,Average Interview,"I had 3 phone interviews, 10 minute screening with HR representative, the 2 - 1 hour interviews with 2 different hiring managers. The interviews were technically oriented and totally relevant to the positions job descriptions and my background. I believe the job and my skills st and experience were a good match. The elephant in the room about working in the Bay area is the cost of living and what the pay rate would be. At the conclusion of our discussion, interviewer asked me about how I felt about the cost of living in the Cupertino area (I had worked in Santa Clara before). My answer did not inspire a 3rd interview.",Apple
 General op-amp related questions. Sensing techniques using op-amps. At the on-site: similar questions as well as more system level questions involving micro-controllers.   ,No Offer,Positive Experience,Average Interview,3 technical Skype interviews before being invited on-site. The interview process was very smooth. The Skype interviews were quite technical and I thought the on-site interview was just as challenging.,Apple
,No Offer,Positive Experience,,"I spoke to two recruiters, both of whom were quite friendly and provided lots of information. They were very forthcoming about the hiring process, which jobs were available and when the jobs(s) would be filled. However, I was unable to interview due to a family emergency.",Apple
 A comment someone has made to you that caught you off guard or wasnt expecting and how did you react.   ,No Offer,Positive Experience,Easy Interview,"Applied online, then got an email to schedule an interview. Went to 1st interview, manager was really cool, did interview with an ipad, click on questions talked to group about it, about three rounds of this. Was told apple doesn't leave you in the wind without letting you know and update. said he will call in 3 days, but it was a week later until I got scheduled for a second interview. Second interview same as first this time just with one other person from first interview. Was told I will get a call in about a week, its going on 4 weeks and Im in the wind waiting.",Apple
 difference between Microstrip and Stripline and which is preferable? How to impedance match an antenna over two widely separated BW? how to miniaturize dipole?   ,No Offer,Negative Experience,Average Interview,,Apple
,No Offer,Neutral Experience,Average Interview,"I had applied for a HW intern profile through the campus portal and got a call after more than a month. I had phone interviews with four people from the Signoff team. The interview questions were not difficult since they mostly focused on questions related to my prev work-ex. I was able to answer most of them, and was hopeful of getting an offer.",Apple
 Tell us about yourself   ,Accepted Offer,Positive Experience,Difficult Interview,"Just be nice, be yourself and read the questions on this website. The interview was very hard but if you read the questions on the website and be yourself, you will get it!",Apple
,Accepted Offer,Positive Experience,Easy Interview,"I applied online through the Apple website and was invited to an interview a few days later. The first interview was in groups at their corporate office, which was pretty laid back, easy, and fun! By the end of the week, actually one day after the initial interview, I was invited to a second one. This was one-on-one at the actual store they were hiring for with the store manager (I believe). She was really nice and laid back so it felt very natural. A few days later I was invited to the final interview with two of the store leaders. It was a pretty lengthy process but if you're a people person (charismatic, outgoing, witty, etc.) and can easily think off of the top of your head, definitely apply. I should also mention that I had to reschedule the final interview due to a conflict, so that added about a week and a half to the process.",Apple
 100% technical question   ,No Offer,Positive Experience,Difficult Interview,,Apple
 How would you handle a loud customer?   ,No Offer,Positive Experience,Easy Interview,Got called in for interview. It was a group interview and a rather large one. Tried to be positive and proactive in asking questions and answering whenever asked myself. Afterwards in smaller groups we were asked more questions. Good experience overall,Apple
 Describe an obstacle that you had to over come at your past jobs   ,Accepted Offer,Positive Experience,Average Interview,"You have a group interview first then depending on how interested they’re in or what they want to know, you have 2 or 3 more interviews one with the manager and one with the market manager/leader",Apple
,Accepted Offer,Positive Experience,Average Interview,,Apple
 why apple   ,Accepted Offer,Neutral Experience,Average Interview,went through three interviews eventually all them were fairly easy. they ask average questions I was offered the job during my third interview with them and yeah im coolwent through three interviews eventually all them were fairly easy. they ask average questions I was offered the job during my third interview with them and yeah im coolwent through three interviews eventually all them were fairly easy. they ask average questions I was offered the job during my third interview with them and yeah im cool,Apple
 Is flatness relative or absolute?   ,No Offer,Negative Experience,Difficult Interview,I directly interviewed with the ipad team. The group members had foreign accents and were pretty rude. They asked difficult questions about stats and ended the phone call in 12 minutes.,Apple
,No Offer,Neutral Experience,Difficult Interview,"Was contacted through Linkedin, scheduled 2 phone interview, the process takes 2 weeks, the first one is easy, mostly high level stuff, the second one is about device physics. The second one is hard.",Apple
 tell me about a time you failed   ,No Offer,Negative Experience,Average Interview,Very disorganized. I was contacted by multiple hr reps about the same role. Interviews were scheduled at the last minute with little to no follow up. office staff was also non existent to let me into the building.,Apple
 What do you use Apple product for   ,Accepted Offer,Positive Experience,Easy Interview,"Very informal, right up front, non traditional questions. She asked a lot about what we do with our off time. How we used Apple products in our every day life.",Apple
" Questions on C++, Perl, System Verilog.   ",No Offer,Positive Experience,Easy Interview,"I thought the interview was very easy, was able to answer almost all the questions. Initial phone screen and then 5 back to back interviews and one lunch interview. Don't know why I got a reject.",Apple
" If someone called you and they seemed to be frustrated, how would you handle it?   ",No Offer,Neutral Experience,Average Interview,Applied online and briefly spoke to an agent over the phone. She emailed me to set up a FaceTime interview. The interviewer asked questions on how I would handle a call. He threw me situations and I had to respond with questions I would ask to figure out what is wrong. Went pretty well. I received an email asking me to finish my online profile. I think I took too long to fill it out (I needed references) because I eventually got the denial email.,Apple
 Which Apple products are you using?   ,Declined Offer,Positive Experience,Easy Interview,The recruiter sent an e-mail to fill the forms about your availability and working environment. Then a phone interview was arranged it is like 20 minutes and the lady on the phone was very kind and helpful. They tried to observe your communication behavior on the phone and they were looking for sound which gives trust and knowledge.,Apple
" FIFO Depth, SV assertions, Multi-threading and OOP concepts   ",No Offer,Positive Experience,Difficult Interview,Had a 30min phone interview which was mainly on my resume and some technical questions. Then had an on-site of 7 rounds which were purely focussed on Verification and system verilog concepts,Apple
 Tell me your design process of this project.   ,Accepted Offer,Positive Experience,Easy Interview,"One phone interview with recruiter. One phone interview with a designer. One onsite interview at school. After 1 month, I was contacted by the recruiter. The whole process is not difficult and the interview is very flexible.",Apple
,No Offer,Negative Experience,Average Interview,,Apple
 Typical strengths and weaknesses. Tell me about yourself   ,Accepted Offer,Positive Experience,Average Interview,"Facetime Interview, mostly behavioral. The interviewer was friendly but stern. They made sure we understand the level of company that we were applying to. They described the nature of the job. Prior to the FaceTime interview there was a call describing the nature of the job and asking a few questions about why you were interested.",Apple
" Define a randomMalloc function using C: you can use malloc function, but also put random integers in the allocated space   ",No Offer,Negative Experience,Average Interview,"I was invited to talk the booth, I interviewed at Grace Hopper Conference, didn't hear back after the first technical interview. They didn't ask me about my particular interests and decided to ask a C question rather than a data structures or algorithm question.",Apple
 Imagine you are standing next to your favorite Apple product and a customer. What is that product and what do you show the customer on it?   ,Declined Offer,Positive Experience,Average Interview,"First round was a group interview, second was a 1 on 1 at the store you wish to work at. Group interview was in the city. Was not too intense and the coordinators made sure to keep it casual and comfortable. Interview was with 3 other interviewees, and were asked equal or similar questions.",Apple
 What separates you from others   ,No Offer,Neutral Experience,Average Interview,Received a phone interview to work at the San Francisco location for an initial screening to see if I would be a good fit but unfortunately I didn't make it past this round.,Apple
,Declined Offer,Positive Experience,Average Interview,,Apple
 What is something you've given up for someone else?   ,No Offer,Neutral Experience,Easy Interview,The first interview was an easy group interview. Asked a few questions and why we want to work at Apple. That's why it was frustrating the majority of the group wasn't asked back. You have to go through 5 successful interview to be hired.,Apple
 Would your co-workers describe you as a team player?   ,Accepted Offer,Negative Experience,Easy Interview,"No negotiations. No questions in person, just an online assessment. Your offer letter is drafted based on what your getting paid as a temporary employee. The recruiter will show up to your cafe with your new hire packet and take you to a corner table. Its simple, you sign or you don't. It's still an exciting time looking through all the resources and benefits you now have access to. But cold and informal. Very anticlimactic after 18 months of working towards becoming a permanent employee.",Apple
" reverse bits of an integer that is a power of 2 , keeping complexity in mind.   ",Accepted Offer,Neutral Experience,Average Interview,"Applied through an employee referral. Got a phone interview scheduled after close to 3 weeks. Focus was on OS concepts, scheduling, interrupts/IRQs. Was asked to write 2 programs for bitwise manipulations.",Apple
,Accepted Offer,Positive Experience,Easy Interview,,Apple
 Q: Return Oriented programming   ,No Offer,Positive Experience,Average Interview,Applied on Apple website. Someone from HR reached out to me and set up a 30 minute phone screen. Interviewer was very friendly and helpful and explained me the concepts which i didn't know. Briefly went over resume and projects before getting down to the technical questions. Was able to answer most of the questions.,Apple
,Accepted Offer,Positive Experience,Average Interview,"3 rounds in total. Group interview -> 1 on 1 w/ a leader -> another leader. The leaders for the 2nd and 3rd interview can be all sorts of leaders, flagship, store, recruiting manger, ect... They will email you the name of the person you're going to be interviewing with, so do some research on the person on linkedin beforehand if possible. My group interview was at the 5th ave corporate office instead of an apple store. My interview was at 9am and I got there around 8:45 so I can get the chance to talk to other applicants. There was about 20ish people in total and we split off into groups of 4. Each group had their own apple moderator who did all question asking. Basically he asked a question and everyone in the group takes turns answering. Make sure to keep your answers concise and while also painting a picture. Be engage in the conversation and show that you're a people person. They're not looking for a sales person, they're looking for someone who can deliver great customer service. You're not going to get commission so there's no need to competitive, instead talk about how you're a team player.",Apple
" ""Describe one experience in which you went above and beyond for a customer.""   ",Declined Offer,Positive Experience,Difficult Interview,,Apple
,Accepted Offer,Positive Experience,Easy Interview,,Apple
" There is a refrigerator in a perfectly insulated room. The door is then opened. Is it an open or closed system? After a long time has passed, has the temperature in the room increased or decreased?   ",No Offer,Positive Experience,Difficult Interview,,Apple
,No Offer,Negative Experience,Average Interview,,Apple
" There weren't really any specific questions, it was mainly trying to see if I could adapt to a foreign piece of skeleton code and finish it.   ",Accepted Offer,Positive Experience,Difficult Interview,"Apple contacted me to set up an interview a few weeks after talking to an engineer and giving him my resume. In total, I had two 1-hour interviews with member of the team that I will be working with during the internship. These interviews were entirely technical, and in each one I wrote a specific program with them over coderpad in C++.",Apple
,No Offer,Neutral Experience,Average Interview,Applied online. I got invited to a hiring event which was different than most retail jobs. About a week later I received an email invitation to meet with a store manager for another interview. This interview was very laid back and lasted about 45min. Two days later I received a phone call saying I didn't get the position.,Apple
 Reverse a string   ,No Offer,Positive Experience,Average Interview,"At Grace Hopper Conference, I was interviewing with Localization team of Apple. I had two 30 minute interviews - one was mainly behavioral and walking through your resume. Second one was 1 coding question and several questions on iOS development.",Apple
,Accepted Offer,Positive Experience,Average Interview,,Apple
 Why did you pick your college?   ,No Offer,Positive Experience,Easy Interview,"Applied through my college and was selected for an on-campus interview. The interview was very casual and my interviewer was pretty easy to talk to. Like what I've read from other interview processes listed here, the interview was more of a conversation. We talked about our favorite TV shows and she asked me to rate the restaurants around here because she wanted to get dinner after. Despite the easy interview, I felt that I didn't get the opportunity to talk about my skills.",Apple
 Basic implementation flow   ,Accepted Offer,Positive Experience,Average Interview,First was phone screen. Followed by 3-4 rounds on site. All technical interviews. Know the fundamentals well. Past experience is highly valued in Apple interviews. Different interviewers concentrated on different points on the resume(not just the ones relevant to the role).,Apple
,No Offer,Positive Experience,Average Interview,"I spoke with a recruiter at an expo event for a conference and was asked for an interview during the conference the next day. The first interview was behavioral and went very well. She scheduled me for a second technical interview later that day. I had very little time to prepare and would say this was my main downfall. The second interview was relatively easy, it was just whiteboard questions mostly on string parsing and other basic coding exercises. Towards the end of the interview it was clearly obvious that this interviewer was not so interested in me. Regardless, she told me they would be in touch. About a week later I got an email notifying me that I had been rejected.",Apple
 Do you have have any personal projects outside of school?   ,Accepted Offer,Positive Experience,Average Interview,"Talked to team's manager at school networking event (essentially an Apple-only career fair with different teams). After the networking event, I had three phone interviews about a week apart. A week after the final interview I received a verbal offer over the phone.",Apple
" Mostly high level technical questions,   ",Accepted Offer,Positive Experience,Average Interview,"Well organized, with one point of contact (recruiter). One phone screen then one-panel interview. The interviewers were respectful senior level engineers, then no fresh-out graduate questions were asked. The interviewers concentrate on my skills, experience, and procedures to solve problems.",Apple
" During the group interview we were asked to plan out a trip to a specific town in England. Create an itinerary for for the trip, and figure out accommodations.   ",No Offer,Positive Experience,,"Group interview of 25 split into 5 groups. Mostly critical thinking activities, as well as team support assessments. Second round was one on one in store with the store manager.",Apple
" Name a specific goal you had to achieve, and how did that impact you?   ",Accepted Offer,Positive Experience,Average Interview,,Apple
 What was a time when you had to perform an experiment to inform a design decision?   ,No Offer,Neutral Experience,Average Interview,"The first round was a very casual phone pre-screen with HR. Next was a Facetime Interview with a senior member of the team, who asked various behavioral and technical questions.",Apple
 Why do you want to work for apple?   ,Accepted Offer,Positive Experience,Easy Interview,"Took nine to ten month to get hired on. Two interviews and simple basic question of tech. They email to set up a interview, meet up for first interview then if success go onto a second interview through facefime for personality and knowledge of tech support. If success then you get the job.",Apple
 cards shuffle   ,No Offer,Positive Experience,Difficult Interview,phone screen and then a take away exam. questions in the phone interview were basic alogrithm based and then a take away exam was a little on the difficult side abd required to showcase OOP concepts,Apple
,Declined Offer,Negative Experience,Average Interview,Both interviews were just in the back of the Apple Store and were group interviews. The interviewees took turns answering questions. There were two interviews on two separate days a week or two apart. Asked pretty much the same questions. I received a phone call with an offer after or within a week.,Apple
 What would you change about your last role/job?   ,Accepted Offer,Positive Experience,Difficult Interview,,Apple
